t	x1	x2	dx1	dx2	x1_rel	x2_rel
60.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
60.0100	0.0003	0.0000	0.0694	0.0000	0.0003	0.0000
60.0200	0.0014	0.0000	0.1381	0.0000	0.0014	0.0000
60.0300	0.0031	0.0000	0.2063	0.0001	0.0031	0.0000
60.0400	0.0055	0.0000	0.2736	0.0001	0.0055	0.0000
60.0500	0.0086	0.0000	0.3401	0.0002	0.0086	0.0000
60.0600	0.0123	0.0000	0.4056	0.0004	0.0123	0.0000
60.0700	0.0167	0.0000	0.4700	0.0006	0.0167	0.0000
60.0800	0.0217	0.0000	0.5331	0.0009	0.0217	0.0000
60.0900	0.0273	0.0000	0.5948	0.0013	0.0273	0.0000
60.1000	0.0336	0.0000	0.6551	0.0018	0.0335	0.0000
60.1100	0.0404	0.0001	0.7138	0.0023	0.0404	0.0001
60.1200	0.0479	0.0001	0.7709	0.0030	0.0478	0.0001
60.1300	0.0558	0.0001	0.8262	0.0038	0.0557	0.0001
60.1400	0.0644	0.0002	0.8798	0.0046	0.0642	0.0002
60.1500	0.0734	0.0002	0.9315	0.0057	0.0732	0.0002
60.1600	0.0830	0.0003	0.9815	0.0068	0.0827	0.0003
60.1700	0.0931	0.0004	1.0295	0.0081	0.0927	0.0004
60.1800	0.1036	0.0004	1.0757	0.0096	0.1031	0.0004
60.1900	0.1146	0.0005	1.1199	0.0112	0.1140	0.0005
60.2000	0.1260	0.0007	1.1621	0.0129	0.1253	0.0007
60.2100	0.1378	0.0008	1.2021	0.0149	0.1370	0.0008
60.2200	0.1500	0.0010	1.2400	0.0169	0.1491	0.0010
60.2300	0.1626	0.0011	1.2757	0.0192	0.1615	0.0011
60.2400	0.1755	0.0014	1.3091	0.0217	0.1742	0.0014
60.2500	0.1888	0.0016	1.3403	0.0243	0.1872	0.0016
60.2600	0.2023	0.0018	1.3693	0.0271	0.2005	0.0018
60.2700	0.2161	0.0021	1.3960	0.0301	0.2140	0.0021
60.2800	0.2302	0.0024	1.4204	0.0333	0.2278	0.0024
60.2900	0.2446	0.0028	1.4427	0.0367	0.2418	0.0028
60.3000	0.2591	0.0032	1.4628	0.0402	0.2559	0.0032
60.3100	0.2738	0.0036	1.4808	0.0440	0.2702	0.0036
60.3200	0.2887	0.0041	1.4970	0.0480	0.2846	0.0041
60.3300	0.3037	0.0046	1.5112	0.0521	0.2992	0.0046
60.3400	0.3189	0.0051	1.5235	0.0565	0.3138	0.0051
60.3500	0.3342	0.0057	1.5339	0.0610	0.3285	0.0057
60.3600	0.3496	0.0063	1.5424	0.0658	0.3433	0.0063
60.3700	0.3651	0.0070	1.5489	0.0707	0.3581	0.0070
60.3800	0.3806	0.0077	1.5535	0.0759	0.3728	0.0077
60.3900	0.3961	0.0085	1.5561	0.0812	0.3876	0.0085
60.4000	0.4117	0.0094	1.5567	0.0868	0.4023	0.0094
60.4100	0.4273	0.0103	1.5552	0.0925	0.4170	0.0103
60.4200	0.4428	0.0112	1.5518	0.0984	0.4316	0.0112
60.4300	0.4583	0.0122	1.5462	0.1045	0.4461	0.0122
60.4400	0.4737	0.0133	1.5386	0.1107	0.4604	0.0133
60.4500	0.4890	0.0144	1.5290	0.1172	0.4746	0.0144
60.4600	0.5043	0.0156	1.5172	0.1238	0.4886	0.0156
60.4700	0.5194	0.0169	1.5032	0.1305	0.5024	0.0169
60.4800	0.5343	0.0183	1.4872	0.1375	0.5161	0.0183
60.4900	0.5491	0.0197	1.4689	0.1446	0.5294	0.0197
60.5000	0.5637	0.0211	1.4486	0.1518	0.5425	0.0211
60.5100	0.5781	0.0227	1.4265	0.1592	0.5554	0.0227
60.5200	0.5922	0.0243	1.4025	0.1667	0.5679	0.0243
60.5300	0.6062	0.0260	1.3769	0.1744	0.5801	0.0260
60.5400	0.6198	0.0278	1.3496	0.1822	0.5920	0.0278
60.5500	0.6332	0.0297	1.3207	0.1901	0.6035	0.0297
60.5600	0.6462	0.0316	1.2904	0.1981	0.6146	0.0316
60.5700	0.6590	0.0336	1.2587	0.2062	0.6254	0.0336
60.5800	0.6714	0.0357	1.2256	0.2144	0.6357	0.0357
60.5900	0.6835	0.0379	1.1913	0.2226	0.6456	0.0379
60.6000	0.6953	0.0402	1.1559	0.2310	0.6551	0.0402
60.6100	0.7066	0.0425	1.1195	0.2394	0.6641	0.0425
60.6200	0.7176	0.0450	1.0820	0.2479	0.6727	0.0450
60.6300	0.7283	0.0475	1.0438	0.2564	0.6808	0.0475
