t	x1	x2	dx1	dx2
0.4200	0.4649	0.0113	1.7341	0.1011
0.4300	0.4823	0.0124	1.7409	0.1075
0.4400	0.4997	0.0135	1.7459	0.1141
0.4500	0.5172	0.0147	1.7491	0.1209
0.4600	0.5347	0.0159	1.7502	0.1280
0.4700	0.5521	0.0172	1.7490	0.1352
0.4800	0.5696	0.0186	1.7453	0.1426
0.4900	0.5870	0.0201	1.7388	0.1502
0.5000	0.6043	0.0216	1.7290	0.1580
0.5100	0.6216	0.0232	1.7154	0.1660
0.5200	0.6386	0.0249	1.6984	0.1742
0.5300	0.6555	0.0267	1.6780	0.1825
0.5400	0.6722	0.0286	1.6545	0.1910
0.5500	0.6886	0.0305	1.6280	0.1996
0.5600	0.7047	0.0326	1.5988	0.2084
0.5700	0.7206	0.0347	1.5670	0.2173
0.5800	0.7361	0.0369	1.5328	0.2264
0.5900	0.7512	0.0392	1.4965	0.2356
0.6000	0.7660	0.0416	1.4581	0.2449
0.6100	0.7804	0.0441	1.4179	0.2543
0.6200	0.7944	0.0467	1.3761	0.2638
0.6300	0.8079	0.0494	1.3328	0.2734
0.6400	0.8210	0.0522	1.2883	0.2831
0.6500	0.8337	0.0551	1.2426	0.2929
0.6600	0.8459	0.0581	1.1961	0.3027
0.6700	0.8576	0.0611	1.1488	0.3125
0.6800	0.8689	0.0643	1.1009	0.3224
0.6900	0.8796	0.0676	1.0527	0.3323
0.7000	0.8899	0.0710	1.0043	0.3422
0.7100	0.8997	0.0744	0.9559	0.3521
0.7200	0.9091	0.0780	0.9076	0.3620
0.7300	0.9179	0.0817	0.8596	0.3719
0.7400	0.9263	0.0854	0.8121	0.3817
0.7500	0.9341	0.0893	0.7640	0.3915
0.7600	0.9415	0.0933	0.7151	0.4012
0.7700	0.9484	0.0973	0.6656	0.4109
0.7800	0.9548	0.1015	0.6158	0.4205
0.7900	0.9608	0.1057	0.5658	0.4299
0.8000	0.9662	0.1101	0.5158	0.4393
0.8100	0.9711	0.1145	0.4661	0.4486
0.8200	0.9755	0.1190	0.4167	0.4577
0.8300	0.9795	0.1237	0.3677	0.4667
0.8400	0.9830	0.1284	0.3193	0.4756
0.8500	0.9859	0.1332	0.2715	0.4843
0.8600	0.9884	0.1381	0.2244	0.4928
0.8700	0.9905	0.1430	0.1780	0.5011
0.8800	0.9920	0.1481	0.1323	0.5093
0.8900	0.9931	0.1532	0.0873	0.5172
0.9000	0.9937	0.1584	0.0430	0.5250
0.9100	0.9939	0.1637	-0.0008	0.5325
0.9200	0.9936	0.1691	-0.0440	0.5398
0.9300	0.9929	0.1745	-0.0867	0.5469
0.9400	0.9918	0.1800	-0.1292	0.5537
0.9500	0.9903	0.1856	-0.1714	0.5603
0.9600	0.9884	0.1912	-0.2135	0.5666
0.9700	0.9860	0.1969	-0.2545	0.5726
0.9800	0.9833	0.2027	-0.2943	0.5783
0.9900	0.9802	0.2085	-0.3329	0.5838
1.0000	0.9767	0.2144	-0.3700	0.5890
1.0100	0.9728	0.2203	-0.4057	0.5938
1.0200	0.9686	0.2262	-0.4398	0.5984
1.0300	0.9640	0.2322	-0.4722	0.6026
1.0400	0.9592	0.2383	-0.5029	0.6065
1.0500	0.9540	0.2444	-0.5317	0.6101
1.0600	0.9486	0.2505	-0.5587	0.6133
1.0700	0.9428	0.2566	-0.5836	0.6162
1.0800	0.9369	0.2628	-0.6065	0.6187
1.0900	0.9307	0.2690	-0.6273	0.6209
1.1000	0.9243	0.2752	-0.6459	0.6227
1.1100	0.9178	0.2815	-0.6622	0.6242
1.1200	0.9111	0.2877	-0.6762	0.6253
1.1300	0.9042	0.2940	-0.6879	0.6261
1.1400	0.8973	0.3002	-0.6972	0.6264
1.1500	0.8902	0.3065	-0.7040	0.6265
1.1600	0.8832	0.3128	-0.7083	0.6261
1.1700	0.8761	0.3190	-0.7102	0.6254
1.1800	0.8690	0.3253	-0.7086	0.6243
1.1900	0.8619	0.3315	-0.7035	0.6228
1.2000	0.8550	0.3377	-0.6953	0.6210
1.2100	0.8481	0.3439	-0.6844	0.6189
1.2200	0.8413	0.3501	-0.6714	0.6163
1.2300	0.8346	0.3562	-0.6566	0.6134
1.2400	0.8281	0.3624	-0.6403	0.6102
1.2500	0.8218	0.3685	-0.6229	0.6066
1.2600	0.8156	0.3745	-0.6045	0.6026
1.2700	0.8096	0.3805	-0.5855	0.5983
1.2800	0.8038	0.3865	-0.5660	0.5937
1.2900	0.7982	0.3924	-0.5460	0.5888
1.3000	0.7928	0.3982	-0.5258	0.5835
1.3100	0.7877	0.4040	-0.5054	0.5779
1.3200	0.7827	0.4098	-0.4847	0.5719
1.3300	0.7780	0.4155	-0.4637	0.5657
1.3400	0.7735	0.4211	-0.4423	0.5592
1.3500	0.7693	0.4267	-0.4205	0.5523
1.3600	0.7652	0.4321	-0.3980	0.5452
1.3700	0.7614	0.4376	-0.3746	0.5378
1.3800	0.7578	0.4429	-0.3502	0.5301
1.3900	0.7544	0.4482	-0.3245	0.5221
1.4000	0.7513	0.4533	-0.2979	0.5139
1.4100	0.7484	0.4584	-0.2707	0.5054
1.4200	0.7459	0.4635	-0.2430	0.4966
1.4300	0.7436	0.4684	-0.2150	0.4876
1.4400	0.7415	0.4732	-0.1869	0.4784
1.4500	0.7398	0.4779	-0.1588	0.4690
1.4600	0.7383	0.4826	-0.1309	0.4593
1.4700	0.7371	0.4871	-0.1032	0.4494
1.4800	0.7362	0.4916	-0.0758	0.4393
1.4900	0.7356	0.4959	-0.0487	0.4290
1.5000	0.7352	0.5001	-0.0220	0.4186
1.5100	0.7352	0.5043	0.0044	0.4079
1.5200	0.7354	0.5083	0.0305	0.3971
1.5300	0.7358	0.5122	0.0564	0.3862
1.5400	0.7365	0.5160	0.0822	0.3750
1.5500	0.7375	0.5197	0.1080	0.3638
1.5600	0.7387	0.5233	0.1340	0.3524
1.5700	0.7402	0.5268	0.1601	0.3408
1.5800	0.7419	0.5301	0.1864	0.3292
1.5900	0.7439	0.5334	0.2125	0.3174
1.6000	0.7462	0.5365	0.2384	0.3056
1.6100	0.7487	0.5395	0.2641	0.2936
1.6200	0.7514	0.5423	0.2894	0.2816
1.6300	0.7545	0.5451	0.3143	0.2695
1.6400	0.7577	0.5477	0.3387	0.2573
1.6500	0.7612	0.5502	0.3626	0.2450
1.6600	0.7649	0.5526	0.3860	0.2328
1.6700	0.7689	0.5549	0.4089	0.2204
1.6800	0.7731	0.5570	0.4312	0.2081
1.6900	0.7775	0.5591	0.4530	0.1957
1.7000	0.7822	0.5610	0.4742	0.1833
1.7100	0.7870	0.5627	0.4950	0.1709
1.7200	0.7921	0.5644	0.5153	0.1585
1.7300	0.7974	0.5659	0.5352	0.1462
1.7400	0.8028	0.5673	0.5547	0.1338
1.7500	0.8085	0.5686	0.5740	0.1215
1.7600	0.8143	0.5697	0.5931	0.1091
1.7700	0.8203	0.5708	0.6115	0.0969
1.7800	0.8265	0.5717	0.6294	0.0847
1.7900	0.8329	0.5724	0.6467	0.0725
1.8000	0.8395	0.5731	0.6632	0.0604
1.8100	0.8462	0.5737	0.6791	0.0484
1.8200	0.8530	0.5741	0.6942	0.0365
1.8300	0.8600	0.5744	0.7084	0.0246
1.8400	0.8672	0.5746	0.7218	0.0129
1.8500	0.8745	0.5746	0.7343	0.0012
1.8600	0.8819	0.5746	0.7458	-0.0103
1.8700	0.8894	0.5744	0.7563	-0.0218
1.8800	0.8970	0.5742	0.7657	-0.0331
1.8900	0.9047	0.5738	0.7739	-0.0443
1.9000	0.9125	0.5733	0.7809	-0.0553
1.9100	0.9203	0.5727	0.7866	-0.0662
1.9200	0.9282	0.5720	0.7910	-0.0770
1.9300	0.9362	0.5711	0.7939	-0.0876
1.9400	0.9441	0.5702	0.7953	-0.0980
1.9500	0.9521	0.5692	0.7951	-0.1084
1.9600	0.9600	0.5680	0.7932	-0.1185
1.9700	0.9679	0.5668	0.7896	-0.1285
1.9800	0.9758	0.5655	0.7844	-0.1383
1.9900	0.9836	0.5640	0.7778	-0.1479
2.0000	0.9914	0.5625	0.7696	-0.1574
2.0100	0.9990	0.5609	0.7600	-0.1667
2.0200	1.0066	0.5592	0.7488	-0.1758
2.0300	1.0141	0.5574	0.7361	-0.1847
2.0400	1.0214	0.5555	0.7219	-0.1934
2.0500	1.0285	0.5535	0.7063	-0.2019
2.0600	1.0355	0.5514	0.6891	-0.2103
2.0700	1.0423	0.5493	0.6704	-0.2185
2.0800	1.0489	0.5471	0.6503	-0.2264
2.0900	1.0553	0.5448	0.6287	-0.2342
2.1000	1.0614	0.5424	0.6057	-0.2418
2.1100	1.0674	0.5399	0.5814	-0.2492
2.1200	1.0730	0.5374	0.5556	-0.2564
2.1300	1.0785	0.5348	0.5286	-0.2634
2.1400	1.0836	0.5321	0.5003	-0.2702
2.1500	1.0884	0.5294	0.4708	-0.2769
2.1600	1.0930	0.5266	0.4401	-0.2833
2.1700	1.0972	0.5237	0.4083	-0.2896
2.1800	1.1011	0.5208	0.3755	-0.2957
2.1900	1.1047	0.5178	0.3416	-0.3016
2.2000	1.1079	0.5148	0.3069	-0.3073
2.2100	1.1108	0.5117	0.2712	-0.3128
2.2200	1.1134	0.5085	0.2348	-0.3182
2.2300	1.1155	0.5053	0.1978	-0.3235
2.2400	1.1173	0.5021	0.1605	-0.3285
2.2500	1.1188	0.4987	0.1231	-0.3334
2.2600	1.1199	0.4954	0.0854	-0.3382
2.2700	1.1206	0.4920	0.0475	-0.3427
2.2800	1.1210	0.4885	0.0092	-0.3472
2.2900	1.1209	0.4850	-0.0295	-0.3515
2.3000	1.1205	0.4815	-0.0685	-0.3556
2.3100	1.1196	0.4779	-0.1078	-0.3596
2.3200	1.1184	0.4743	-0.1475	-0.3635
2.3300	1.1167	0.4706	-0.1875	-0.3672
2.3400	1.1146	0.4669	-0.2278	-0.3708
2.3500	1.1121	0.4632	-0.2684	-0.3743
2.3600	1.1092	0.4594	-0.3093	-0.3777
2.3700	1.1059	0.4556	-0.3503	-0.3809
2.3800	1.1021	0.4518	-0.3914	-0.3841
2.3900	1.0980	0.4480	-0.4325	-0.3871
2.4000	1.0934	0.4441	-0.4736	-0.3901
2.4100	1.0884	0.4402	-0.5146	-0.3929
2.4200	1.0830	0.4362	-0.5553	-0.3956
2.4300	1.0772	0.4323	-0.5957	-0.3983
2.4400	1.0710	0.4283	-0.6356	-0.4009
2.4500	1.0644	0.4243	-0.6749	-0.4034
2.4600	1.0574	0.4202	-0.7135	-0.4058
2.4700	1.0500	0.4161	-0.7513	-0.4081
2.4800	1.0423	0.4121	-0.7880	-0.4104
2.4900	1.0343	0.4079	-0.8235	-0.4127
2.5000	1.0259	0.4038	-0.8576	-0.4148
2.5100	1.0172	0.3997	-0.8902	-0.4170
2.5200	1.0081	0.3955	-0.9210	-0.4190
2.5300	0.9988	0.3913	-0.9499	-0.4211
2.5400	0.9891	0.3871	-0.9767	-0.4231
2.5500	0.9792	0.3828	-1.0012	-0.4251
2.5600	0.9691	0.3786	-1.0238	-0.4270
2.5700	0.9588	0.3743	-1.0446	-0.4289
2.5800	0.9482	0.3700	-1.0636	-0.4308
2.5900	0.9374	0.3657	-1.0811	-0.4327
2.6000	0.9265	0.3613	-1.0972	-0.4345
2.6100	0.9154	0.3570	-1.1118	-0.4363
2.6200	0.9042	0.3526	-1.1253	-0.4381
2.6300	0.8928	0.3482	-1.1376	-0.4398
2.6400	0.8814	0.3438	-1.1487	-0.4416
2.6500	0.8698	0.3394	-1.1589	-0.4433
2.6600	0.8581	0.3350	-1.1682	-0.4450
2.6700	0.8463	0.3305	-1.1765	-0.4467
2.6800	0.8345	0.3260	-1.1840	-0.4484
2.6900	0.8226	0.3215	-1.1907	-0.4500
2.7000	0.8106	0.3170	-1.1966	-0.4517
2.7100	0.7986	0.3125	-1.2018	-0.4533
2.7200	0.7866	0.3080	-1.2062	-0.4549
2.7300	0.7745	0.3034	-1.2099	-0.4565
2.7400	0.7625	0.2988	-1.2128	-0.4580
2.7500	0.7504	0.2942	-1.2149	-0.4596
2.7600	0.7383	0.2896	-1.2163	-0.4611
2.7700	0.7262	0.2850	-1.2168	-0.4627
2.7800	0.7141	0.2804	-1.2165	-0.4642
2.7900	0.7020	0.2757	-1.2153	-0.4656
2.8000	0.6899	0.2711	-1.2131	-0.4671
2.8100	0.6779	0.2664	-1.2099	-0.4685
2.8200	0.6658	0.2617	-1.2055	-0.4699
2.8300	0.6538	0.2570	-1.2000	-0.4713
2.8400	0.6418	0.2523	-1.1936	-0.4727
2.8500	0.6299	0.2475	-1.1867	-0.4740
2.8600	0.6181	0.2428	-1.1790	-0.4753
2.8700	0.6063	0.2380	-1.1705	-0.4765
2.8800	0.5946	0.2332	-1.1610	-0.4777
2.8900	0.5830	0.2285	-1.1506	-0.4789
2.9000	0.5716	0.2237	-1.1391	-0.4801
2.9100	0.5603	0.2189	-1.1264	-0.4812
2.9200	0.5491	0.2140	-1.1126	-0.4823
2.9300	0.5380	0.2092	-1.0975	-0.4833
2.9400	0.5272	0.2044	-1.0812	-0.4843
2.9500	0.5165	0.1995	-1.0637	-0.4852
2.9600	0.5060	0.1947	-1.0449	-0.4861
2.9700	0.4957	0.1898	-1.0249	-0.4869
2.9800	0.4856	0.1849	-1.0037	-0.4877
2.9900	0.4757	0.1801	-0.9814	-0.4884
3.0000	0.4660	0.1752	-0.9579	-0.4891
3.0100	0.4565	0.1703	-0.9334	-0.4897
3.0200	0.4473	0.1654	-0.9080	-0.4902
3.0300	0.4384	0.1605	-0.8816	-0.4906
3.0400	0.4297	0.1556	-0.8545	-0.4910
3.0500	0.4213	0.1507	-0.8267	-0.4912
3.0600	0.4131	0.1457	-0.7984	-0.4914
3.0700	0.4053	0.1408	-0.7698	-0.4915
3.0800	0.3977	0.1359	-0.7408	-0.4915
3.0900	0.3904	0.1310	-0.7118	-0.4914
3.1000	0.3834	0.1261	-0.6829	-0.4912
3.1100	0.3767	0.1212	-0.6543	-0.4909
3.1200	0.3703	0.1163	-0.6262	-0.4904
3.1300	0.3642	0.1114	-0.5988	-0.4899
3.1400	0.3583	0.1065	-0.5718	-0.4892
3.1500	0.3527	0.1016	-0.5454	-0.4884
3.1600	0.3474	0.0967	-0.5194	-0.4875
3.1700	0.3423	0.0918	-0.4939	-0.4864
3.1800	0.3375	0.0870	-0.4688	-0.4852
3.1900	0.3330	0.0821	-0.4440	-0.4839
3.2000	0.3287	0.0773	-0.4196	-0.4824
3.2100	0.3246	0.0725	-0.3956	-0.4808
3.2200	0.3208	0.0677	-0.3719	-0.4790
3.2300	0.3172	0.0629	-0.3486	-0.4771
3.2400	0.3139	0.0582	-0.3256	-0.4750
3.2500	0.3108	0.0534	-0.3029	-0.4728
3.2600	0.3079	0.0487	-0.2806	-0.4704
3.2700	0.3052	0.0440	-0.2586	-0.4679
3.2800	0.3027	0.0393	-0.2370	-0.4652
3.2900	0.3005	0.0347	-0.2157	-0.4623
3.3000	0.2984	0.0301	-0.1949	-0.4592
3.3100	0.2966	0.0255	-0.1745	-0.4560
3.3200	0.2949	0.0210	-0.1545	-0.4527
3.3300	0.2935	0.0165	-0.1349	-0.4491
3.3400	0.2922	0.0120	-0.1159	-0.4454
3.3500	0.2911	0.0076	-0.0975	-0.4415
3.3600	0.2902	0.0032	-0.0796	-0.4375
3.3700	0.2895	-0.0012	-0.0624	-0.4332
3.3800	0.2889	-0.0055	-0.0458	-0.4288
3.3900	0.2885	-0.0098	-0.0300	-0.4243
3.4000	0.2882	-0.0140	-0.0150	-0.4195
3.4100	0.2881	-0.0182	-0.0008	-0.4146
3.4200	0.2882	-0.0223	0.0124	-0.4095
3.4300	0.2884	-0.0264	0.0247	-0.4042
3.4400	0.2887	-0.0304	0.0368	-0.3988
3.4500	0.2891	-0.0343	0.0487	-0.3931
3.4600	0.2896	-0.0382	0.0604	-0.3873
3.4700	0.2903	-0.0421	0.0718	-0.3814
3.4800	0.2911	-0.0459	0.0828	-0.3752
3.4900	0.2920	-0.0496	0.0933	-0.3689
3.5000	0.2929	-0.0532	0.1031	-0.3625
3.5100	0.2940	-0.0568	0.1123	-0.3558
3.5200	0.2952	-0.0604	0.1206	-0.3490
3.5300	0.2964	-0.0638	0.1281	-0.3420
3.5400	0.2977	-0.0672	0.1346	-0.3349
3.5500	0.2991	-0.0705	0.1401	-0.3276
3.5600	0.3005	-0.0738	0.1444	-0.3201
3.5700	0.3020	-0.0769	0.1476	-0.3125
3.5800	0.3035	-0.0800	0.1496	-0.3048
3.5900	0.3050	-0.0830	0.1503	-0.2969
3.6000	0.3065	-0.0859	0.1496	-0.2888
3.6100	0.3080	-0.0888	0.1477	-0.2806
3.6200	0.3094	-0.0916	0.1450	-0.2723
3.6300	0.3108	-0.0942	0.1415	-0.2638
3.6400	0.3122	-0.0968	0.1375	-0.2552
3.6500	0.3136	-0.0993	0.1333	-0.2464
3.6600	0.3149	-0.1018	0.1289	-0.2376
3.6700	0.3162	-0.1041	0.1245	-0.2286
3.6800	0.3174	-0.1063	0.1202	-0.2195
3.6900	0.3186	-0.1085	0.1162	-0.2103
3.7000	0.3198	-0.1105	0.1126	-0.2010
3.7100	0.3209	-0.1125	0.1093	-0.1916
3.7200	0.3219	-0.1144	0.1066	-0.1821
3.7300	0.3230	-0.1161	0.1043	-0.1725
3.7400	0.3240	-0.1178	0.1025	-0.1629
3.7500	0.3250	-0.1194	0.1012	-0.1531
3.7600	0.3260	-0.1209	0.1003	-0.1433
3.7700	0.3270	-0.1223	0.0997	-0.1334
3.7800	0.3280	-0.1235	0.0991	-0.1234
3.7900	0.3290	-0.1247	0.0984	-0.1134
3.8000	0.3300	-0.1258	0.0973	-0.1033
3.8100	0.3310	-0.1268	0.0959	-0.0931
3.8200	0.3319	-0.1277	0.0939	-0.0829
3.8300	0.3328	-0.1285	0.0913	-0.0726
3.8400	0.3337	-0.1291	0.0880	-0.0623
3.8500	0.3346	-0.1297	0.0839	-0.0520
3.8600	0.3354	-0.1302	0.0791	-0.0416
3.8700	0.3361	-0.1305	0.0734	-0.0312
3.8800	0.3368	-0.1308	0.0671	-0.0208
3.8900	0.3375	-0.1309	0.0600	-0.0104
3.9000	0.3380	-0.1310	0.0522	0.0001
3.9100	0.3385	-0.1309	0.0439	0.0105
3.9200	0.3389	-0.1308	0.0351	0.0210
3.9300	0.3393	-0.1305	0.0260	0.0314
3.9400	0.3395	-0.1302	0.0166	0.0419
3.9500	0.3396	-0.1297	0.0070	0.0523
3.9600	0.3396	-0.1291	-0.0030	0.0627
3.9700	0.3395	-0.1284	-0.0130	0.0731
3.9800	0.3393	-0.1277	-0.0231	0.0834
3.9900	0.3391	-0.1268	-0.0329	0.0937
4.0000	0.3387	-0.1258	-0.0425	0.1039
4.0100	0.3382	-0.1247	-0.0518	0.1141
4.0200	0.3377	-0.1235	-0.0606	0.1243
4.0300	0.3370	-0.1222	-0.0688	0.1343
4.0400	0.3363	-0.1208	-0.0765	0.1443
4.0500	0.3355	-0.1193	-0.0836	0.1543
4.0600	0.3346	-0.1177	-0.0900	0.1641
4.0700	0.3337	-0.1160	-0.0958	0.1739
4.0800	0.3327	-0.1142	-0.1010	0.1836
4.0900	0.3317	-0.1124	-0.1055	0.1931
4.1000	0.3306	-0.1104	-0.1093	0.2026
4.1100	0.3295	-0.1083	-0.1127	0.2120
4.1200	0.3283	-0.1061	-0.1155	0.2213
4.1300	0.3272	-0.1039	-0.1183	0.2305
4.1400	0.3260	-0.1015	-0.1210	0.2395
4.1500	0.3248	-0.0991	-0.1236	0.2484
4.1600	0.3235	-0.0966	-0.1263	0.2572
4.1700	0.3222	-0.0940	-0.1290	0.2659
4.1800	0.3209	-0.0913	-0.1318	0.2744
4.1900	0.3196	-0.0885	-0.1345	0.2829
4.2000	0.3182	-0.0856	-0.1372	0.2911
4.2100	0.3168	-0.0826	-0.1399	0.2992
4.2200	0.3154	-0.0796	-0.1425	0.3072
4.2300	0.3140	-0.0765	-0.1449	0.3150
4.2400	0.3125	-0.0733	-0.1471	0.3227
4.2500	0.3110	-0.0700	-0.1490	0.3302
4.2600	0.3095	-0.0667	-0.1506	0.3375
4.2700	0.3080	-0.0633	-0.1516	0.3447
4.2800	0.3065	-0.0598	-0.1520	0.3517
4.2900	0.3050	-0.0563	-0.1516	0.3586
4.3000	0.3035	-0.0526	-0.1504	0.3652
4.3100	0.3020	-0.0490	-0.1482	0.3717
4.3200	0.3005	-0.0452	-0.1450	0.3780
4.3300	0.2991	-0.0414	-0.1410	0.3842
4.3400	0.2977	-0.0375	-0.1362	0.3901
4.3500	0.2964	-0.0336	-0.1305	0.3958
4.3600	0.2951	-0.0296	-0.1240	0.4014
4.3700	0.2939	-0.0256	-0.1168	0.4068
4.3800	0.2928	-0.0215	-0.1089	0.4120
4.3900	0.2917	-0.0173	-0.1005	0.4170
4.4000	0.2908	-0.0131	-0.0914	0.4218
4.4100	0.2899	-0.0089	-0.0819	0.4264
4.4200	0.2892	-0.0046	-0.0720	0.4308
4.4300	0.2885	-0.0003	-0.0619	0.4351
4.4400	0.2879	0.0041	-0.0516	0.4391
4.4500	0.2875	0.0085	-0.0413	0.4429
4.4600	0.2871	0.0130	-0.0310	0.4466
4.4700	0.2868	0.0174	-0.0209	0.4500
4.4800	0.2867	0.0220	-0.0113	0.4533
4.4900	0.2866	0.0265	-0.0021	0.4564
4.5000	0.2866	0.0311	0.0064	0.4592
4.5100	0.2867	0.0357	0.0143	0.4619
4.5200	0.2869	0.0403	0.0220	0.4644
4.5300	0.2871	0.0450	0.0299	0.4667
4.5400	0.2875	0.0497	0.0383	0.4688
4.5500	0.2879	0.0543	0.0473	0.4707
4.5600	0.2884	0.0591	0.0573	0.4724
4.5700	0.2891	0.0638	0.0683	0.4740
4.5800	0.2898	0.0685	0.0806	0.4753
4.5900	0.2907	0.0733	0.0942	0.4765
4.6000	0.2918	0.0781	0.1091	0.4774
4.6100	0.2930	0.0828	0.1254	0.4782
4.6200	0.2943	0.0876	0.1430	0.4788
4.6300	0.2958	0.0924	0.1618	0.4792
4.6400	0.2975	0.0972	0.1818	0.4794
4.6500	0.2994	0.1020	0.2027	0.4795
4.6600	0.3015	0.1068	0.2243	0.4793
4.6700	0.3039	0.1116	0.2464	0.4790
4.6800	0.3064	0.1164	0.2685	0.4786
4.6900	0.3092	0.1212	0.2899	0.4780
4.7000	0.3122	0.1259	0.3108	0.4772
4.7100	0.3154	0.1307	0.3312	0.4763
4.7200	0.3188	0.1355	0.3511	0.4752
4.7300	0.3224	0.1402	0.3708	0.4739
4.7400	0.3262	0.1450	0.3902	0.4725
4.7500	0.3301	0.1497	0.4094	0.4710
4.7600	0.3343	0.1544	0.4285	0.4694
4.7700	0.3387	0.1591	0.4475	0.4675
4.7800	0.3433	0.1637	0.4664	0.4656
4.7900	0.3481	0.1684	0.4854	0.4636
4.8000	0.3530	0.1730	0.5043	0.4614
4.8100	0.3582	0.1776	0.5233	0.4591
4.8200	0.3635	0.1822	0.5422	0.4566
4.8300	0.3691	0.1867	0.5612	0.4541
4.8400	0.3748	0.1913	0.5802	0.4515
4.8500	0.3807	0.1958	0.5992	0.4487
4.8600	0.3868	0.2002	0.6182	0.4459
4.8700	0.3931	0.2047	0.6371	0.4429
4.8800	0.3996	0.2091	0.6558	0.4399
4.8900	0.4062	0.2135	0.6744	0.4367
4.9000	0.4131	0.2178	0.6928	0.4335
4.9100	0.4201	0.2221	0.7109	0.4302
4.9200	0.4273	0.2264	0.7285	0.4269
4.9300	0.4346	0.2307	0.7449	0.4234
4.9400	0.4422	0.2349	0.7601	0.4199
4.9500	0.4498	0.2391	0.7743	0.4163
4.9600	0.4576	0.2432	0.7874	0.4126
4.9700	0.4655	0.2473	0.7997	0.4089
4.9800	0.4736	0.2514	0.8113	0.4051
4.9900	0.4817	0.2554	0.8222	0.4013
5.0000	0.4900	0.2594	0.8326	0.3975
5.0100	0.4984	0.2634	0.8425	0.3935
5.0200	0.5069	0.2673	0.8519	0.3896
5.0300	0.5155	0.2712	0.8610	0.3856
5.0400	0.5242	0.2750	0.8698	0.3815
5.0500	0.5329	0.2788	0.8782	0.3775
5.0600	0.5418	0.2826	0.8863	0.3734
5.0700	0.5507	0.2863	0.8942	0.3692
5.0800	0.5597	0.2899	0.9017	0.3651
5.0900	0.5687	0.2936	0.9089	0.3609
5.1000	0.5778	0.2972	0.9157	0.3567
5.1100	0.5870	0.3007	0.9222	0.3525
5.1200	0.5963	0.3042	0.9282	0.3483
5.1300	0.6056	0.3077	0.9336	0.3440
5.1400	0.6149	0.3111	0.9385	0.3398
5.1500	0.6243	0.3145	0.9426	0.3355
5.1600	0.6338	0.3178	0.9457	0.3313
5.1700	0.6432	0.3211	0.9477	0.3270
5.1800	0.6527	0.3243	0.9486	0.3227
5.1900	0.6622	0.3275	0.9485	0.3185
5.2000	0.6717	0.3307	0.9473	0.3142
5.2100	0.6812	0.3338	0.9451	0.3099
5.2200	0.6906	0.3369	0.9419	0.3057
5.2300	0.7001	0.3399	0.9377	0.3015
5.2400	0.7094	0.3429	0.9326	0.2972
5.2500	0.7187	0.3459	0.9265	0.2930
5.2600	0.7280	0.3488	0.9195	0.2888
5.2700	0.7371	0.3517	0.9116	0.2846
5.2800	0.7462	0.3545	0.9027	0.2804
5.2900	0.7552	0.3573	0.8929	0.2762
5.3000	0.7640	0.3600	0.8822	0.2721
5.3100	0.7728	0.3627	0.8706	0.2679
5.3200	0.7814	0.3654	0.8581	0.2638
5.3300	0.7899	0.3680	0.8447	0.2597
5.3400	0.7983	0.3706	0.8304	0.2556
5.3500	0.8065	0.3731	0.8152	0.2515
5.3600	0.8146	0.3756	0.7991	0.2474
