t	x1	x2	dx1	dx2	x1_rel	x2_rel
60.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
60.0100	0.0002	0.0000	0.0443	0.0000	0.0002	0.0000
60.0200	0.0009	0.0000	0.0888	0.0000	0.0009	0.0000
60.0300	0.0020	0.0000	0.1333	0.0000	0.0020	0.0000
60.0400	0.0036	0.0000	0.1780	0.0001	0.0036	0.0000
60.0500	0.0056	0.0000	0.2225	0.0002	0.0056	0.0000
60.0600	0.0080	0.0000	0.2668	0.0003	0.0080	0.0000
60.0700	0.0109	0.0000	0.3107	0.0004	0.0109	0.0000
60.0800	0.0142	0.0000	0.3540	0.0006	0.0142	0.0000
60.0900	0.0180	0.0000	0.3965	0.0008	0.0179	0.0000
60.1000	0.0221	0.0000	0.4382	0.0011	0.0221	0.0000
60.1100	0.0267	0.0000	0.4788	0.0015	0.0267	0.0000
60.1200	0.0317	0.0001	0.5183	0.0020	0.0317	0.0001
60.1300	0.0371	0.0001	0.5566	0.0025	0.0370	0.0001
60.1400	0.0428	0.0001	0.5938	0.0031	0.0427	0.0001
60.1500	0.0490	0.0001	0.6297	0.0037	0.0488	0.0001
60.1600	0.0554	0.0002	0.6645	0.0045	0.0553	0.0002
60.1700	0.0623	0.0002	0.6981	0.0054	0.0620	0.0002
60.1800	0.0694	0.0003	0.7303	0.0064	0.0691	0.0003
60.1900	0.0769	0.0004	0.7612	0.0074	0.0765	0.0004
60.2000	0.0846	0.0004	0.7906	0.0086	0.0842	0.0004
60.2100	0.0927	0.0005	0.8185	0.0099	0.0921	0.0005
60.2200	0.1010	0.0006	0.8449	0.0113	0.1003	0.0006
60.2300	0.1095	0.0008	0.8697	0.0128	0.1088	0.0008
60.2400	0.1184	0.0009	0.8929	0.0145	0.1175	0.0009
60.2500	0.1274	0.0011	0.9144	0.0163	0.1263	0.0011
60.2600	0.1366	0.0012	0.9342	0.0182	0.1354	0.0012
60.2700	0.1461	0.0014	0.9523	0.0202	0.1447	0.0014
60.2800	0.1557	0.0016	0.9685	0.0223	0.1541	0.0016
60.2900	0.1654	0.0019	0.9832	0.0246	0.1636	0.0019
60.3000	0.1753	0.0021	0.9964	0.0270	0.1732	0.0021
60.3100	0.1853	0.0024	1.0085	0.0296	0.1829	0.0024
60.3200	0.1955	0.0027	1.0194	0.0323	0.1928	0.0027
60.3300	0.2057	0.0030	1.0295	0.0351	0.2027	0.0030
60.3400	0.2161	0.0034	1.0386	0.0381	0.2127	0.0034
60.3500	0.2266	0.0038	1.0470	0.0412	0.2227	0.0038
60.3600	0.2371	0.0042	1.0546	0.0444	0.2328	0.0042
60.3700	0.2477	0.0047	1.0613	0.0477	0.2430	0.0047
60.3800	0.2583	0.0052	1.0672	0.0512	0.2531	0.0052
60.3900	0.2690	0.0057	1.0722	0.0549	0.2633	0.0057
60.4000	0.2798	0.0063	1.0761	0.0586	0.2735	0.0063
60.4100	0.2905	0.0069	1.0787	0.0625	0.2836	0.0069
60.4200	0.3013	0.0075	1.0799	0.0665	0.2938	0.0075
