t	x1	x2	dx1	dx2	x1_rel	x2_rel
60.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
60.0100	0.0003	0.0000	0.0607	0.0000	0.0003	0.0000
60.0200	0.0012	0.0000	0.1214	0.0000	0.0012	0.0000
60.0300	0.0027	0.0000	0.1819	0.0000	0.0027	0.0000
60.0400	0.0049	0.0000	0.2422	0.0001	0.0049	0.0000
60.0500	0.0076	0.0000	0.3020	0.0002	0.0076	0.0000
60.0600	0.0109	0.0000	0.3613	0.0004	0.0109	0.0000
60.0700	0.0148	0.0000	0.4197	0.0006	0.0148	0.0000
60.0800	0.0193	0.0000	0.4771	0.0008	0.0193	0.0000
60.0900	0.0243	0.0000	0.5333	0.0011	0.0243	0.0000
60.1000	0.0299	0.0000	0.5880	0.0016	0.0299	0.0000
60.1100	0.0361	0.0001	0.6412	0.0021	0.0360	0.0001
60.1200	0.0428	0.0001	0.6928	0.0027	0.0427	0.0001
60.1300	0.0499	0.0001	0.7427	0.0033	0.0498	0.0001
60.1400	0.0576	0.0001	0.7908	0.0041	0.0575	0.0001
60.1500	0.0658	0.0002	0.8372	0.0051	0.0656	0.0002
60.1600	0.0743	0.0003	0.8819	0.0061	0.0741	0.0003
60.1700	0.0834	0.0003	0.9249	0.0073	0.0831	0.0003
60.1800	0.0928	0.0004	0.9660	0.0086	0.0924	0.0004
60.1900	0.1027	0.0005	1.0052	0.0100	0.1022	0.0005
60.2000	0.1129	0.0006	1.0423	0.0116	0.1123	0.0006
60.2100	0.1235	0.0007	1.0774	0.0133	0.1228	0.0007
60.2200	0.1345	0.0009	1.1104	0.0152	0.1336	0.0009
60.2300	0.1457	0.0010	1.1412	0.0172	0.1447	0.0010
60.2400	0.1573	0.0012	1.1698	0.0194	0.1561	0.0012
60.2500	0.1691	0.0014	1.1962	0.0217	0.1677	0.0014
60.2600	0.1812	0.0016	1.2203	0.0243	0.1796	0.0016
60.2700	0.1935	0.0019	1.2422	0.0269	0.1916	0.0019
60.2800	0.2060	0.0022	1.2619	0.0298	0.2039	0.0022
60.2900	0.2187	0.0025	1.2794	0.0328	0.2163	0.0025
60.3000	0.2316	0.0028	1.2950	0.0360	0.2288	0.0028
60.3100	0.2446	0.0032	1.3089	0.0394	0.2414	0.0032
60.3200	0.2578	0.0036	1.3213	0.0429	0.2542	0.0036
60.3300	0.2711	0.0041	1.3324	0.0466	0.2670	0.0041
60.3400	0.2844	0.0046	1.3423	0.0505	0.2799	0.0046
60.3500	0.2979	0.0051	1.3509	0.0546	0.2928	0.0051
60.3600	0.3115	0.0057	1.3584	0.0588	0.3059	0.0057
60.3700	0.3251	0.0063	1.3648	0.0632	0.3189	0.0063
60.3800	0.3388	0.0069	1.3700	0.0678	0.3319	0.0069
60.3900	0.3526	0.0076	1.3739	0.0726	0.3449	0.0076
60.4000	0.3663	0.0084	1.3764	0.0775	0.3579	0.0084
60.4100	0.3801	0.0092	1.3774	0.0826	0.3709	0.0092
60.4200	0.3938	0.0100	1.3765	0.0878	0.3838	0.0100
60.4300	0.4076	0.0109	1.3736	0.0932	0.3966	0.0109
60.4400	0.4212	0.0119	1.3684	0.0988	0.4094	0.0119
60.4500	0.4349	0.0129	1.3606	0.1045	0.4220	0.0129
60.4600	0.4484	0.0140	1.3498	0.1104	0.4345	0.0140
60.4700	0.4619	0.0151	1.3363	0.1164	0.4468	0.0151
60.4800	0.4752	0.0163	1.3202	0.1226	0.4589	0.0163
60.4900	0.4883	0.0176	1.3016	0.1289	0.4707	0.0176
60.5000	0.5012	0.0189	1.2807	0.1353	0.4823	0.0189
60.5100	0.5139	0.0203	1.2576	0.1419	0.4937	0.0203
60.5200	0.5264	0.0217	1.2324	0.1485	0.5047	0.0217
60.5300	0.5386	0.0232	1.2053	0.1553	0.5154	0.0232
60.5400	0.5505	0.0248	1.1764	0.1622	0.5257	0.0248
60.5500	0.5621	0.0265	1.1459	0.1692	0.5357	0.0265
60.5600	0.5734	0.0282	1.1138	0.1763	0.5452	0.0282
60.5700	0.5844	0.0300	1.0803	0.1835	0.5544	0.0300
60.5800	0.5950	0.0319	1.0455	0.1908	0.5632	0.0319
60.5900	0.6053	0.0338	1.0096	0.1981	0.5715	0.0338
60.6000	0.6152	0.0358	0.9726	0.2055	0.5794	0.0358
60.6100	0.6247	0.0379	0.9347	0.2129	0.5868	0.0379
60.6200	0.6339	0.0401	0.8960	0.2204	0.5938	0.0401
60.6300	0.6426	0.0423	0.8566	0.2280	0.6003	0.0423
60.6400	0.6510	0.0447	0.8166	0.2355	0.6063	0.0447
60.6500	0.6589	0.0471	0.7762	0.2431	0.6118	0.0471
60.6600	0.6665	0.0495	0.7354	0.2506	0.6169	0.0495
60.6700	0.6736	0.0521	0.6944	0.2582	0.6215	0.0521
60.6800	0.6803	0.0547	0.6536	0.2658	0.6257	0.0547
60.6900	0.6867	0.0574	0.6134	0.2733	0.6293	0.0574
60.7000	0.6927	0.0602	0.5738	0.2808	0.6325	0.0602
60.7100	0.6982	0.0630	0.5346	0.2883	0.6352	0.0630
60.7200	0.7034	0.0659	0.4958	0.2957	0.6375	0.0659
60.7300	0.7082	0.0689	0.4572	0.3031	0.6393	0.0689
60.7400	0.7126	0.0720	0.4189	0.3104	0.6406	0.0720
60.7500	0.7166	0.0751	0.3807	0.3176	0.6415	0.0751
60.7600	0.7202	0.0783	0.3427	0.3248	0.6419	0.0783
60.7700	0.7234	0.0816	0.3048	0.3318	0.6418	0.0816
60.7800	0.7263	0.0850	0.2669	0.3388	0.6413	0.0850
60.7900	0.7287	0.0884	0.2292	0.3456	0.6404	0.0884
60.8000	0.7308	0.0919	0.1916	0.3524	0.6390	0.0919
