t	x1	x2	dx1	dx2	x1_rel	x2_rel
60.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
60.0100	0.0003	0.0000	0.0545	0.0000	0.0003	0.0000
60.0200	0.0011	0.0000	0.1090	0.0000	0.0011	0.0000
60.0300	0.0025	0.0000	0.1635	0.0000	0.0025	0.0000
60.0400	0.0044	0.0000	0.2178	0.0001	0.0044	0.0000
60.0500	0.0068	0.0000	0.2719	0.0002	0.0068	0.0000
60.0600	0.0098	0.0000	0.3256	0.0003	0.0098	0.0000
60.0700	0.0133	0.0000	0.3786	0.0005	0.0133	0.0000
60.0800	0.0174	0.0000	0.4308	0.0007	0.0174	0.0000
60.0900	0.0219	0.0000	0.4819	0.0010	0.0219	0.0000
60.1000	0.0270	0.0000	0.5318	0.0014	0.0270	0.0000
60.1100	0.0326	0.0001	0.5803	0.0019	0.0325	0.0001
60.1200	0.0386	0.0001	0.6275	0.0024	0.0385	0.0001
60.1300	0.0451	0.0001	0.6731	0.0030	0.0450	0.0001
60.1400	0.0521	0.0001	0.7173	0.0037	0.0519	0.0001
60.1500	0.0594	0.0002	0.7599	0.0046	0.0593	0.0002
60.1600	0.0673	0.0002	0.8010	0.0055	0.0670	0.0002
60.1700	0.0755	0.0003	0.8406	0.0066	0.0752	0.0003
60.1800	0.0841	0.0004	0.8786	0.0077	0.0837	0.0004
60.1900	0.0930	0.0004	0.9148	0.0090	0.0926	0.0004
60.2000	0.1024	0.0005	0.9493	0.0105	0.1018	0.0005
60.2100	0.1120	0.0007	0.9819	0.0120	0.1114	0.0007
60.2200	0.1220	0.0008	1.0125	0.0137	0.1212	0.0008
60.2300	0.1323	0.0009	1.0413	0.0156	0.1313	0.0009
60.2400	0.1428	0.0011	1.0680	0.0176	0.1417	0.0011
60.2500	0.1536	0.0013	1.0928	0.0197	0.1523	0.0013
60.2600	0.1646	0.0015	1.1155	0.0220	0.1632	0.0015
60.2700	0.1759	0.0017	1.1361	0.0244	0.1742	0.0017
60.2800	0.1874	0.0020	1.1548	0.0270	0.1854	0.0020
60.2900	0.1990	0.0023	1.1715	0.0298	0.1967	0.0023
60.3000	0.2108	0.0026	1.1864	0.0327	0.2082	0.0026
60.3100	0.2227	0.0029	1.1998	0.0357	0.2198	0.0029
60.3200	0.2348	0.0033	1.2119	0.0390	0.2315	0.0033
60.3300	0.2469	0.0037	1.2227	0.0424	0.2433	0.0037
60.3400	0.2592	0.0041	1.2325	0.0459	0.2551	0.0041
60.3500	0.2716	0.0046	1.2412	0.0496	0.2670	0.0046
60.3600	0.2841	0.0051	1.2489	0.0535	0.2790	0.0051
60.3700	0.2966	0.0057	1.2555	0.0575	0.2910	0.0057
60.3800	0.3092	0.0063	1.2611	0.0617	0.3030	0.0063
60.3900	0.3219	0.0069	1.2654	0.0660	0.3150	0.0069
60.4000	0.3345	0.0076	1.2686	0.0705	0.3269	0.0076
60.4100	0.3472	0.0083	1.2702	0.0751	0.3389	0.0083
60.4200	0.3599	0.0091	1.2702	0.0799	0.3508	0.0091
60.4300	0.3726	0.0099	1.2684	0.0849	0.3627	0.0099
60.4400	0.3852	0.0108	1.2644	0.0900	0.3744	0.0108
60.4500	0.3978	0.0117	1.2580	0.0952	0.3861	0.0117
60.4600	0.4104	0.0127	1.2488	0.1006	0.3977	0.0127
60.4700	0.4228	0.0137	1.2369	0.1061	0.4091	0.0137
60.4800	0.4351	0.0148	1.2227	0.1118	0.4203	0.0148
60.4900	0.4473	0.0160	1.2061	0.1175	0.4313	0.0160
60.5000	0.4592	0.0172	1.1873	0.1234	0.4421	0.0172
60.5100	0.4710	0.0184	1.1664	0.1294	0.4526	0.0184
60.5200	0.4826	0.0198	1.1435	0.1356	0.4628	0.0198
60.5300	0.4939	0.0211	1.1188	0.1418	0.4728	0.0211
60.5400	0.5050	0.0226	1.0924	0.1482	0.4824	0.0226
60.5500	0.5158	0.0241	1.0644	0.1546	0.4917	0.0241
60.5600	0.5263	0.0257	1.0349	0.1611	0.5006	0.0257
60.5700	0.5365	0.0273	1.0041	0.1677	0.5091	0.0273
60.5800	0.5463	0.0290	0.9720	0.1744	0.5173	0.0290
60.5900	0.5559	0.0308	0.9388	0.1811	0.5251	0.0308
60.6000	0.5651	0.0327	0.9045	0.1879	0.5324	0.0327
60.6100	0.5740	0.0346	0.8694	0.1948	0.5394	0.0346
60.6200	0.5825	0.0366	0.8334	0.2017	0.5459	0.0366
60.6300	0.5906	0.0386	0.7968	0.2086	0.5520	0.0386
60.6400	0.5984	0.0407	0.7596	0.2156	0.5576	0.0407
60.6500	0.6058	0.0429	0.7219	0.2225	0.5628	0.0429
