t	x1	x2	dx1	dx2	x1_rel	x2_rel
60.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
60.0100	0.0005	0.0000	0.0906	0.0000	0.0005	0.0000
60.0200	0.0018	0.0000	0.1803	0.0000	0.0018	0.0000
60.0300	0.0041	0.0000	0.2690	0.0001	0.0041	0.0000
60.0400	0.0072	0.0000	0.3566	0.0002	0.0072	0.0000
60.0500	0.0112	0.0000	0.4429	0.0003	0.0112	0.0000
60.0600	0.0160	0.0000	0.5276	0.0005	0.0160	0.0000
60.0700	0.0217	0.0000	0.6105	0.0008	0.0217	0.0000
60.0800	0.0282	0.0000	0.6913	0.0012	0.0282	0.0000
60.0900	0.0355	0.0000	0.7698	0.0017	0.0355	0.0000
60.1000	0.0436	0.0001	0.8457	0.0023	0.0436	0.0001
60.1100	0.0525	0.0001	0.9189	0.0030	0.0524	0.0001
60.1200	0.0620	0.0001	0.9893	0.0039	0.0619	0.0001
60.1300	0.0722	0.0002	1.0568	0.0049	0.0721	0.0002
60.1400	0.0831	0.0002	1.1215	0.0060	0.0829	0.0002
60.1500	0.0946	0.0003	1.1833	0.0073	0.0944	0.0003
60.1600	0.1068	0.0004	1.2425	0.0088	0.1064	0.0004
60.1700	0.1195	0.0005	1.2987	0.0105	0.1190	0.0005
60.1800	0.1328	0.0006	1.3521	0.0124	0.1322	0.0006
60.1900	0.1465	0.0007	1.4025	0.0144	0.1458	0.0007
60.2000	0.1608	0.0009	1.4498	0.0166	0.1599	0.0009
60.2100	0.1755	0.0010	1.4941	0.0191	0.1745	0.0010
60.2200	0.1907	0.0012	1.5352	0.0218	0.1894	0.0012
60.2300	0.2062	0.0015	1.5731	0.0246	0.2047	0.0015
60.2400	0.2221	0.0017	1.6079	0.0277	0.2204	0.0017
60.2500	0.2383	0.0020	1.6395	0.0310	0.2363	0.0020
60.2600	0.2549	0.0024	1.6679	0.0346	0.2525	0.0024
60.2700	0.2717	0.0027	1.6931	0.0383	0.2690	0.0027
60.2800	0.2887	0.0031	1.7151	0.0423	0.2856	0.0031
60.2900	0.3060	0.0036	1.7342	0.0466	0.3024	0.0036
