t	x1	x2	dx1	dx2	x1_rel	x2_rel
60.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
60.0100	0.0003	0.0000	0.0572	0.0000	0.0003	0.0000
60.0200	0.0011	0.0000	0.1144	0.0000	0.0011	0.0000
60.0300	0.0026	0.0000	0.1715	0.0000	0.0026	0.0000
60.0400	0.0046	0.0000	0.2285	0.0001	0.0046	0.0000
60.0500	0.0071	0.0000	0.2851	0.0002	0.0071	0.0000
60.0600	0.0103	0.0000	0.3412	0.0003	0.0103	0.0000
60.0700	0.0140	0.0000	0.3966	0.0005	0.0140	0.0000
60.0800	0.0182	0.0000	0.4511	0.0008	0.0182	0.0000
60.0900	0.0230	0.0000	0.5044	0.0011	0.0230	0.0000
60.1000	0.0283	0.0000	0.5564	0.0015	0.0282	0.0000
60.1100	0.0341	0.0001	0.6070	0.0019	0.0340	0.0001
60.1200	0.0404	0.0001	0.6561	0.0025	0.0403	0.0001
60.1300	0.0472	0.0001	0.7036	0.0032	0.0471	0.0001
60.1400	0.0545	0.0001	0.7495	0.0039	0.0544	0.0001
60.1500	0.0622	0.0002	0.7938	0.0048	0.0620	0.0002
60.1600	0.0704	0.0002	0.8366	0.0058	0.0701	0.0002
60.1700	0.0789	0.0003	0.8776	0.0069	0.0786	0.0003
60.1800	0.0879	0.0004	0.9170	0.0081	0.0875	0.0004
60.1900	0.0973	0.0005	0.9545	0.0094	0.0968	0.0005
60.2000	0.1070	0.0006	0.9901	0.0109	0.1064	0.0006
60.2100	0.1171	0.0007	1.0238	0.0126	0.1164	0.0007
60.2200	0.1275	0.0008	1.0556	0.0144	0.1266	0.0008
60.2300	0.1382	0.0010	1.0852	0.0163	0.1372	0.0010
60.2400	0.1492	0.0011	1.1129	0.0184	0.1480	0.0011
60.2500	0.1604	0.0013	1.1384	0.0206	0.1591	0.0013
60.2600	0.1719	0.0016	1.1618	0.0230	0.1704	0.0016
60.2700	0.1836	0.0018	1.1830	0.0255	0.1819	0.0018
60.2800	0.1956	0.0021	1.2020	0.0282	0.1935	0.0021
60.2900	0.2077	0.0024	1.2190	0.0311	0.2053	0.0024
60.3000	0.2199	0.0027	1.2342	0.0341	0.2172	0.0027
60.3100	0.2323	0.0030	1.2478	0.0373	0.2293	0.0030
60.3200	0.2449	0.0034	1.2600	0.0407	0.2414	0.0034
60.3300	0.2575	0.0039	1.2710	0.0442	0.2537	0.0039
60.3400	0.2703	0.0043	1.2808	0.0479	0.2660	0.0043
60.3500	0.2832	0.0048	1.2896	0.0518	0.2784	0.0048
60.3600	0.2962	0.0054	1.2973	0.0558	0.2908	0.0054
60.3700	0.3092	0.0059	1.3040	0.0600	0.3032	0.0059
60.3800	0.3223	0.0066	1.3095	0.0644	0.3157	0.0066
60.3900	0.3354	0.0072	1.3139	0.0689	0.3282	0.0072
60.4000	0.3485	0.0079	1.3168	0.0736	0.3406	0.0079
60.4100	0.3617	0.0087	1.3183	0.0784	0.3530	0.0087
