t	x1	x2	dx1	dx2	x1_rel	x2_rel
60.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
60.0100	0.0005	0.0000	0.1066	0.0000	0.0005	0.0000
60.0200	0.0021	0.0000	0.2116	0.0000	0.0021	0.0000
60.0300	0.0048	0.0000	0.3150	0.0001	0.0048	0.0000
60.0400	0.0084	0.0000	0.4166	0.0002	0.0084	0.0000
60.0500	0.0131	0.0000	0.5163	0.0004	0.0131	0.0000
60.0600	0.0187	0.0000	0.6137	0.0006	0.0187	0.0000
60.0700	0.0254	0.0000	0.7086	0.0010	0.0253	0.0000
60.0800	0.0329	0.0000	0.8008	0.0014	0.0329	0.0000
60.0900	0.0414	0.0000	0.8898	0.0020	0.0413	0.0000
60.1000	0.0507	0.0001	0.9756	0.0027	0.0506	0.0001
60.1100	0.0609	0.0001	1.0580	0.0035	0.0608	0.0001
60.1200	0.0718	0.0001	1.1369	0.0045	0.0717	0.0001
60.1300	0.0836	0.0002	1.2123	0.0057	0.0834	0.0002
60.1400	0.0961	0.0003	1.2841	0.0070	0.0958	0.0003
60.1500	0.1093	0.0003	1.3525	0.0085	0.1089	0.0003
60.1600	0.1231	0.0004	1.4175	0.0102	0.1227	0.0004
60.1700	0.1376	0.0005	1.4792	0.0122	0.1371	0.0005
60.1800	0.1527	0.0007	1.5373	0.0143	0.1520	0.0007
60.1900	0.1683	0.0008	1.5920	0.0166	0.1675	0.0008
60.2000	0.1845	0.0010	1.6430	0.0192	0.1835	0.0010
60.2100	0.2012	0.0012	1.6905	0.0220	0.2000	0.0012
60.2200	0.2183	0.0014	1.7342	0.0251	0.2169	0.0014
60.2300	0.2359	0.0017	1.7744	0.0284	0.2341	0.0017
60.2400	0.2538	0.0020	1.8108	0.0319	0.2518	0.0020
60.2500	0.2721	0.0023	1.8436	0.0357	0.2697	0.0023
60.2600	0.2906	0.0027	1.8728	0.0397	0.2879	0.0027
60.2700	0.3095	0.0031	1.8983	0.0440	0.3064	0.0031
60.2800	0.3286	0.0036	1.9203	0.0486	0.3250	0.0036
60.2900	0.3479	0.0041	1.9389	0.0534	0.3438	0.0041
60.3000	0.3673	0.0047	1.9545	0.0584	0.3627	0.0047
60.3100	0.3869	0.0053	1.9676	0.0638	0.3817	0.0053
60.3200	0.4067	0.0059	1.9783	0.0693	0.4007	0.0059
60.3300	0.4265	0.0067	1.9870	0.0752	0.4199	0.0067
60.3400	0.4464	0.0075	1.9938	0.0813	0.4390	0.0075
60.3500	0.4664	0.0083	1.9989	0.0876	0.4581	0.0083
60.3600	0.4865	0.0092	2.0024	0.0942	0.4773	0.0092
60.3700	0.5065	0.0102	2.0042	0.1011	0.4963	0.0102
60.3800	0.5266	0.0112	2.0042	0.1082	0.5153	0.0112
60.3900	0.5466	0.0123	2.0025	0.1155	0.5343	0.0123
60.4000	0.5666	0.0135	1.9987	0.1231	0.5531	0.0135
60.4100	0.5865	0.0148	1.9927	0.1309	0.5717	0.0148
60.4200	0.6064	0.0162	1.9840	0.1390	0.5902	0.0162
60.4300	0.6262	0.0176	1.9724	0.1473	0.6086	0.0176
60.4400	0.6458	0.0191	1.9575	0.1558	0.6267	0.0191
60.4500	0.6653	0.0207	1.9387	0.1645	0.6446	0.0207
60.4600	0.6846	0.0224	1.9163	0.1734	0.6622	0.0224
60.4700	0.7036	0.0242	1.8904	0.1825	0.6795	0.0242
60.4800	0.7224	0.0260	1.8612	0.1919	0.6964	0.0260
60.4900	0.7409	0.0280	1.8291	0.2014	0.7129	0.0280
60.5000	0.7590	0.0301	1.7941	0.2111	0.7290	0.0301
60.5100	0.7768	0.0322	1.7566	0.2209	0.7446	0.0322
60.5200	0.7942	0.0345	1.7167	0.2309	0.7597	0.0345
60.5300	0.8112	0.0368	1.6745	0.2411	0.7743	0.0368
60.5400	0.8277	0.0393	1.6304	0.2514	0.7884	0.0393
60.5500	0.8438	0.0419	1.5845	0.2618	0.8019	0.0419
60.5600	0.8594	0.0445	1.5370	0.2724	0.8148	0.0445
60.5700	0.8745	0.0473	1.4881	0.2830	0.8272	0.0473
60.5800	0.8891	0.0502	1.4378	0.2938	0.8389	0.0502
60.5900	0.9032	0.0532	1.3865	0.3046	0.8500	0.0532
60.6000	0.9168	0.0563	1.3342	0.3155	0.8605	0.0563
60.6100	0.9298	0.0595	1.2812	0.3265	0.8703	0.0595
60.6200	0.9424	0.0628	1.2275	0.3375	0.8795	0.0628
60.6300	0.9543	0.0663	1.1734	0.3485	0.8881	0.0663
60.6400	0.9658	0.0698	1.1189	0.3595	0.8960	0.0698
60.6500	0.9767	0.0735	1.0642	0.3706	0.9032	0.0735
60.6600	0.9871	0.0772	1.0099	0.3816	0.9099	0.0772
60.6700	0.9969	0.0811	0.9564	0.3927	0.9158	0.0811
60.6800	1.0062	0.0851	0.9038	0.4037	0.9212	0.0851
60.6900	1.0150	0.0892	0.8519	0.4146	0.9259	0.0892
60.7000	1.0233	0.0934	0.8009	0.4255	0.9299	0.0934
60.7100	1.0311	0.0977	0.7507	0.4364	0.9334	0.0977
60.7200	1.0383	0.1021	0.7014	0.4472	0.9363	0.1021
60.7300	1.0451	0.1066	0.6530	0.4578	0.9385	0.1066
60.7400	1.0514	0.1112	0.6053	0.4684	0.9402	0.1112
60.7500	1.0572	0.1160	0.5586	0.4788	0.9413	0.1160
60.7600	1.0626	0.1208	0.5127	0.4892	0.9418	0.1208
60.7700	1.0675	0.1258	0.4676	0.4993	0.9417	0.1258
60.7800	1.0719	0.1308	0.4234	0.5094	0.9411	0.1308
60.7900	1.0760	0.1359	0.3800	0.5193	0.9400	0.1359
60.8000	1.0795	0.1412	0.3374	0.5290	0.9383	0.1412
60.8100	1.0827	0.1465	0.2956	0.5385	0.9361	0.1465
60.8200	1.0854	0.1520	0.2546	0.5478	0.9334	0.1520
60.8300	1.0877	0.1575	0.2143	0.5570	0.9302	0.1575
60.8400	1.0897	0.1631	0.1748	0.5659	0.9265	0.1631
60.8500	1.0912	0.1688	0.1361	0.5746	0.9224	0.1688
60.8600	1.0923	0.1746	0.0980	0.5831	0.9177	0.1746
60.8700	1.0931	0.1805	0.0606	0.5914	0.9127	0.1805
60.8800	1.0935	0.1864	0.0240	0.5994	0.9071	0.1864
60.8900	1.0936	0.1925	-0.0112	0.6072	0.9011	0.1925
60.9000	1.0933	0.1986	-0.0448	0.6147	0.8948	0.1986
60.9100	1.0927	0.2048	-0.0767	0.6219	0.8880	0.2048
60.9200	1.0918	0.2110	-0.1070	0.6289	0.8808	0.2110
60.9300	1.0906	0.2173	-0.1356	0.6356	0.8732	0.2173
60.9400	1.0891	0.2237	-0.1625	0.6420	0.8654	0.2237
60.9500	1.0873	0.2302	-0.1878	0.6481	0.8572	0.2302
60.9600	1.0853	0.2367	-0.2112	0.6539	0.8487	0.2367
60.9700	1.0831	0.2432	-0.2330	0.6594	0.8399	0.2432
60.9800	1.0807	0.2499	-0.2531	0.6645	0.8308	0.2499
60.9900	1.0781	0.2565	-0.2714	0.6694	0.8215	0.2565
61.0000	1.0753	0.2632	-0.2880	0.6739	0.8120	0.2632
61.0100	1.0723	0.2700	-0.3029	0.6781	0.8023	0.2700
61.0200	1.0692	0.2768	-0.3161	0.6819	0.7924	0.2768
61.0300	1.0660	0.2836	-0.3275	0.6854	0.7823	0.2836
61.0400	1.0627	0.2905	-0.3373	0.6886	0.7721	0.2905
61.0500	1.0592	0.2974	-0.3455	0.6915	0.7618	0.2974
61.0600	1.0558	0.3043	-0.3520	0.6940	0.7514	0.3043
61.0700	1.0522	0.3113	-0.3568	0.6961	0.7409	0.3113
61.0800	1.0486	0.3183	-0.3601	0.6979	0.7303	0.3183
61.0900	1.0450	0.3253	-0.3618	0.6994	0.7197	0.3253
61.1000	1.0414	0.3323	-0.3620	0.7005	0.7091	0.3323
61.1100	1.0378	0.3393	-0.3602	0.7013	0.6985	0.3393
61.1200	1.0342	0.3463	-0.3565	0.7017	0.6879	0.3463
61.1300	1.0306	0.3533	-0.3509	0.7017	0.6773	0.3533
61.1400	1.0271	0.3603	-0.3434	0.7015	0.6668	0.3603
61.1500	1.0237	0.3673	-0.3341	0.7008	0.6564	0.3673
61.1600	1.0204	0.3743	-0.3229	0.6999	0.6461	0.3743
61.1700	1.0173	0.3813	-0.3098	0.6986	0.6360	0.3813
61.1800	1.0143	0.3883	-0.2950	0.6969	0.6260	0.3883
61.1900	1.0114	0.3953	-0.2785	0.6949	0.6161	0.3953
61.2000	1.0087	0.4022	-0.2603	0.6926	0.6065	0.4022
61.2100	1.0062	0.4091	-0.2405	0.6900	0.5971	0.4091
61.2200	1.0039	0.4160	-0.2193	0.6870	0.5879	0.4160
61.2300	1.0019	0.4229	-0.1966	0.6837	0.5790	0.4229
61.2400	1.0000	0.4297	-0.1727	0.6801	0.5703	0.4297
61.2500	0.9984	0.4365	-0.1475	0.6761	0.5620	0.4365
61.2600	0.9971	0.4432	-0.1213	0.6719	0.5539	0.4432
61.2700	0.9960	0.4499	-0.0942	0.6673	0.5461	0.4499
61.2800	0.9952	0.4565	-0.0663	0.6625	0.5386	0.4565
61.2900	0.9947	0.4631	-0.0377	0.6574	0.5315	0.4631
61.3000	0.9944	0.4697	-0.0086	0.6520	0.5247	0.4697
61.3100	0.9945	0.4762	0.0210	0.6463	0.5183	0.4762
61.3200	0.9949	0.4826	0.0524	0.6404	0.5123	0.4826
61.3300	0.9956	0.4890	0.0853	0.6341	0.5066	0.4890
61.3400	0.9967	0.4953	0.1191	0.6277	0.5014	0.4953
61.3500	0.9981	0.5015	0.1537	0.6210	0.4965	0.5015
61.3600	0.9998	0.5077	0.1886	0.6140	0.4921	0.5077
61.3700	1.0019	0.5138	0.2235	0.6069	0.4880	0.5138
61.3800	1.0042	0.5199	0.2582	0.5995	0.4844	0.5199
61.3900	1.0069	0.5258	0.2924	0.5919	0.4811	0.5258
61.4000	1.0100	0.5317	0.3258	0.5840	0.4783	0.5317
61.4100	1.0133	0.5375	0.3584	0.5760	0.4758	0.5375
61.4200	1.0170	0.5432	0.3898	0.5678	0.4737	0.5432
61.4300	1.0209	0.5489	0.4200	0.5594	0.4721	0.5489
61.4400	1.0252	0.5544	0.4489	0.5509	0.4708	0.5544
61.4500	1.0297	0.5599	0.4764	0.5422	0.4698	0.5599
61.4600	1.0346	0.5653	0.5023	0.5333	0.4693	0.5653
61.4700	1.0396	0.5706	0.5268	0.5242	0.4691	0.5706
61.4800	1.0450	0.5757	0.5498	0.5151	0.4692	0.5757
61.4900	1.0506	0.5808	0.5713	0.5058	0.4697	0.5808
61.5000	1.0564	0.5859	0.5914	0.4963	0.4705	0.5859
61.5100	1.0624	0.5908	0.6102	0.4867	0.4717	0.5908
61.5200	1.0687	0.5956	0.6278	0.4771	0.4731	0.5956
61.5300	1.0751	0.6003	0.6443	0.4673	0.4748	0.6003
61.5400	1.0818	0.6049	0.6599	0.4574	0.4768	0.6049
61.5500	1.0885	0.6094	0.6748	0.4474	0.4791	0.6094
61.5600	1.0955	0.6139	0.6893	0.4373	0.4816	0.6139
61.5700	1.1025	0.6182	0.7035	0.4272	0.4843	0.6182
61.5800	1.1097	0.6224	0.7178	0.4169	0.4873	0.6224
61.5900	1.1169	0.6265	0.7325	0.4066	0.4904	0.6265
61.6000	1.1243	0.6305	0.7473	0.3962	0.4938	0.6305
61.6100	1.1319	0.6344	0.7620	0.3858	0.4975	0.6344
61.6200	1.1396	0.6383	0.7762	0.3753	0.5014	0.6383
61.6300	1.1475	0.6420	0.7897	0.3648	0.5055	0.6420
61.6400	1.1554	0.6455	0.8022	0.3543	0.5099	0.6455
61.6500	1.1635	0.6490	0.8136	0.3437	0.5144	0.6490
61.6600	1.1716	0.6524	0.8236	0.3330	0.5192	0.6524
61.6700	1.1799	0.6557	0.8322	0.3224	0.5242	0.6557
61.6800	1.1882	0.6589	0.8393	0.3118	0.5293	0.6589
61.6900	1.1966	0.6619	0.8449	0.3011	0.5346	0.6619
61.7000	1.2050	0.6649	0.8489	0.2904	0.5401	0.6649
61.7100	1.2135	0.6677	0.8514	0.2798	0.5457	0.6677
61.7200	1.2220	0.6705	0.8526	0.2691	0.5515	0.6705
61.7300	1.2305	0.6731	0.8525	0.2585	0.5574	0.6731
61.7400	1.2390	0.6757	0.8512	0.2479	0.5634	0.6757
61.7500	1.2476	0.6781	0.8491	0.2373	0.5695	0.6781
61.7600	1.2561	0.6804	0.8462	0.2267	0.5757	0.6804
61.7700	1.2646	0.6826	0.8430	0.2162	0.5820	0.6826
61.7800	1.2730	0.6847	0.8397	0.2057	0.5883	0.6847
61.7900	1.2814	0.6867	0.8367	0.1952	0.5947	0.6867
61.8000	1.2898	0.6886	0.8344	0.1848	0.6012	0.6886
61.8100	1.2982	0.6904	0.8328	0.1744	0.6077	0.6904
61.8200	1.3065	0.6921	0.8313	0.1640	0.6144	0.6921
61.8300	1.3149	0.6937	0.8297	0.1537	0.6212	0.6937
61.8400	1.3232	0.6952	0.8276	0.1435	0.6280	0.6952
61.8500	1.3314	0.6966	0.8246	0.1333	0.6349	0.6966
61.8600	1.3396	0.6979	0.8205	0.1232	0.6418	0.6979
61.8700	1.3478	0.6990	0.8150	0.1131	0.6488	0.6990
61.8800	1.3559	0.7001	0.8080	0.1031	0.6558	0.7001
61.8900	1.3639	0.7011	0.7994	0.0932	0.6628	0.7011
61.9000	1.3718	0.7020	0.7890	0.0834	0.6698	0.7020
61.9100	1.3795	0.7028	0.7769	0.0737	0.6768	0.7028
61.9200	1.3872	0.7035	0.7631	0.0640	0.6837	0.7035
61.9300	1.3947	0.7041	0.7477	0.0545	0.6907	0.7041
61.9400	1.4021	0.7046	0.7307	0.0450	0.6976	0.7046
61.9500	1.4093	0.7050	0.7123	0.0356	0.7044	0.7050
61.9600	1.4164	0.7053	0.6928	0.0263	0.7111	0.7053
61.9700	1.4232	0.7055	0.6724	0.0171	0.7178	0.7055
61.9800	1.4299	0.7056	0.6514	0.0079	0.7243	0.7056
61.9900	1.4363	0.7056	0.6302	-0.0011	0.7307	0.7056
62.0000	1.4426	0.7056	0.6092	-0.0100	0.7370	0.7056
62.0100	1.4486	0.7054	0.5889	-0.0189	0.7432	0.7054
62.0200	1.4544	0.7052	0.5703	-0.0276	0.7492	0.7052
62.0300	1.4600	0.7049	0.5533	-0.0363	0.7551	0.7049
62.0400	1.4655	0.7045	0.5379	-0.0449	0.7610	0.7045
62.0500	1.4708	0.7040	0.5236	-0.0533	0.7668	0.7040
62.0600	1.4760	0.7034	0.5102	-0.0617	0.7726	0.7034
62.0700	1.4810	0.7027	0.4976	-0.0700	0.7783	0.7027
62.0800	1.4859	0.7020	0.4856	-0.0781	0.7839	0.7020
62.0900	1.4907	0.7012	0.4738	-0.0862	0.7895	0.7012
62.1000	1.4953	0.7003	0.4623	-0.0941	0.7950	0.7003
62.1100	1.4998	0.6993	0.4508	-0.1020	0.8005	0.6993
62.1200	1.5042	0.6982	0.4392	-0.1097	0.8060	0.6982
62.1300	1.5085	0.6971	0.4274	-0.1173	0.8114	0.6971
62.1400	1.5126	0.6959	0.4153	-0.1249	0.8167	0.6959
62.1500	1.5167	0.6946	0.4028	-0.1323	0.8220	0.6946
62.1600	1.5206	0.6933	0.3899	-0.1395	0.8273	0.6933
62.1700	1.5244	0.6918	0.3765	-0.1467	0.8325	0.6918
62.1800	1.5280	0.6903	0.3626	-0.1538	0.8377	0.6903
62.1900	1.5316	0.6888	0.3483	-0.1607	0.8428	0.6888
62.2000	1.5350	0.6871	0.3334	-0.1675	0.8479	0.6871
62.2100	1.5383	0.6854	0.3181	-0.1743	0.8529	0.6854
62.2200	1.5414	0.6836	0.3025	-0.1808	0.8578	0.6836
62.2300	1.5444	0.6818	0.2865	-0.1873	0.8626	0.6818
62.2400	1.5473	0.6799	0.2703	-0.1937	0.8674	0.6799
