t	x1	x2	dx1	dx2
1.1800	1.2953	0.4493	-0.2726	0.8554
1.1900	1.2926	0.4578	-0.2590	0.8549
1.2000	1.2901	0.4664	-0.2428	0.8539
1.2100	1.2878	0.4749	-0.2245	0.8526
1.2200	1.2856	0.4834	-0.2047	0.8509
1.2300	1.2837	0.4919	-0.1836	0.8488
1.2400	1.2819	0.5004	-0.1618	0.8463
1.2500	1.2804	0.5088	-0.1394	0.8434
1.2600	1.2791	0.5173	-0.1169	0.8401
1.2700	1.2780	0.5256	-0.0944	0.8365
1.2800	1.2772	0.5340	-0.0723	0.8325
1.2900	1.2766	0.5423	-0.0506	0.8281
1.3000	1.2762	0.5505	-0.0296	0.8234
1.3100	1.2760	0.5587	-0.0093	0.8183
1.3200	1.2760	0.5669	0.0102	0.8129
1.3300	1.2762	0.5750	0.0288	0.8071
1.3400	1.2766	0.5830	0.0465	0.8010
1.3500	1.2772	0.5910	0.0642	0.7946
1.3600	1.2779	0.5989	0.0823	0.7879
1.3700	1.2788	0.6068	0.1006	0.7808
1.3800	1.2799	0.6145	0.1189	0.7734
1.3900	1.2812	0.6222	0.1372	0.7657
1.4000	1.2827	0.6299	0.1553	0.7577
1.4100	1.2843	0.6374	0.1732	0.7495
1.4200	1.2861	0.6449	0.1907	0.7409
1.4300	1.2881	0.6522	0.2079	0.7320
1.4400	1.2903	0.6595	0.2245	0.7229
1.4500	1.2926	0.6667	0.2405	0.7135
1.4600	1.2951	0.6738	0.2560	0.7038
1.4700	1.2977	0.6807	0.2708	0.6938
1.4800	1.3005	0.6876	0.2849	0.6837
1.4900	1.3034	0.6944	0.2984	0.6732
1.5000	1.3065	0.7011	0.3111	0.6625
1.5100	1.3096	0.7077	0.3230	0.6516
1.5200	1.3129	0.7141	0.3343	0.6405
1.5300	1.3163	0.7205	0.3451	0.6291
1.5400	1.3198	0.7267	0.3560	0.6176
1.5500	1.3235	0.7328	0.3669	0.6058
1.5600	1.3272	0.7388	0.3777	0.5938
1.5700	1.3310	0.7447	0.3882	0.5817
1.5800	1.3350	0.7505	0.3985	0.5693
1.5900	1.3390	0.7561	0.4084	0.5568
1.6000	1.3431	0.7616	0.4179	0.5440
1.6100	1.3473	0.7670	0.4269	0.5312
1.6200	1.3516	0.7722	0.4355	0.5181
1.6300	1.3560	0.7773	0.4436	0.5049
1.6400	1.3605	0.7823	0.4513	0.4916
1.6500	1.3650	0.7872	0.4585	0.4781
1.6600	1.3696	0.7919	0.4653	0.4645
1.6700	1.3743	0.7965	0.4718	0.4507
1.6800	1.3791	0.8009	0.4780	0.4369
1.6900	1.3839	0.8052	0.4840	0.4229
1.7000	1.3888	0.8093	0.4899	0.4088
1.7100	1.3937	0.8134	0.4958	0.3946
1.7200	1.3987	0.8172	0.5018	0.3803
1.7300	1.4037	0.8210	0.5080	0.3660
1.7400	1.4089	0.8246	0.5143	0.3515
1.7500	1.4140	0.8280	0.5207	0.3370
1.7600	1.4192	0.8313	0.5272	0.3224
1.7700	1.4245	0.8345	0.5336	0.3078
1.7800	1.4299	0.8375	0.5400	0.2931
1.7900	1.4353	0.8403	0.5463	0.2784
1.8000	1.4408	0.8430	0.5525	0.2636
1.8100	1.4464	0.8456	0.5585	0.2488
1.8200	1.4520	0.8480	0.5643	0.2340
1.8300	1.4576	0.8503	0.5697	0.2192
1.8400	1.4634	0.8524	0.5748	0.2043
1.8500	1.4691	0.8544	0.5795	0.1895
1.8600	1.4750	0.8562	0.5836	0.1747
1.8700	1.4808	0.8579	0.5872	0.1599
1.8800	1.4867	0.8594	0.5902	0.1451
1.8900	1.4927	0.8608	0.5925	0.1303
1.9000	1.4986	0.8620	0.5940	0.1155
1.9100	1.5046	0.8631	0.5947	0.1008
1.9200	1.5105	0.8640	0.5944	0.0862
1.9300	1.5165	0.8648	0.5932	0.0716
1.9400	1.5224	0.8654	0.5908	0.0570
1.9500	1.5283	0.8659	0.5872	0.0425
1.9600	1.5341	0.8663	0.5824	0.0281
1.9700	1.5399	0.8665	0.5762	0.0138
1.9800	1.5457	0.8665	0.5689	-0.0005
1.9900	1.5513	0.8665	0.5605	-0.0146
2.0000	1.5569	0.8663	0.5512	-0.0287
2.0100	1.5624	0.8659	0.5409	-0.0427
2.0200	1.5678	0.8654	0.5296	-0.0566
2.0300	1.5730	0.8648	0.5172	-0.0704
2.0400	1.5781	0.8640	0.5039	-0.0841
2.0500	1.5831	0.8631	0.4896	-0.0977
2.0600	1.5879	0.8620	0.4742	-0.1111
2.0700	1.5926	0.8609	0.4579	-0.1245
2.0800	1.5971	0.8595	0.4406	-0.1377
2.0900	1.6014	0.8581	0.4224	-0.1508
2.1000	1.6055	0.8565	0.4032	-0.1638
2.1100	1.6094	0.8548	0.3831	-0.1766
2.1200	1.6132	0.8530	0.3622	-0.1893
2.1300	1.6167	0.8510	0.3404	-0.2019
2.1400	1.6199	0.8490	0.3178	-0.2143
2.1500	1.6230	0.8468	0.2944	-0.2266
2.1600	1.6258	0.8444	0.2703	-0.2388
2.1700	1.6283	0.8420	0.2455	-0.2508
2.1800	1.6307	0.8394	0.2201	-0.2627
2.1900	1.6327	0.8367	0.1941	-0.2744
2.2000	1.6345	0.8339	0.1676	-0.2860
2.2100	1.6361	0.8310	0.1407	-0.2975
2.2200	1.6373	0.8280	0.1134	-0.3088
2.2300	1.6383	0.8248	0.0858	-0.3199
2.2400	1.6390	0.8216	0.0583	-0.3309
2.2500	1.6395	0.8182	0.0308	-0.3418
2.2600	1.6397	0.8148	0.0034	-0.3525
2.2700	1.6396	0.8112	-0.0240	-0.3630
2.2800	1.6392	0.8075	-0.0514	-0.3734
2.2900	1.6386	0.8037	-0.0787	-0.3837
2.3000	1.6377	0.7998	-0.1059	-0.3938
2.3100	1.6365	0.7958	-0.1331	-0.4037
2.3200	1.6350	0.7917	-0.1602	-0.4135
2.3300	1.6333	0.7876	-0.1872	-0.4232
2.3400	1.6313	0.7833	-0.2142	-0.4327
2.3500	1.6290	0.7789	-0.2411	-0.4420
2.3600	1.6264	0.7744	-0.2679	-0.4512
2.3700	1.6236	0.7699	-0.2947	-0.4602
2.3800	1.6205	0.7652	-0.3213	-0.4691
2.3900	1.6172	0.7605	-0.3478	-0.4778
2.4000	1.6135	0.7557	-0.3742	-0.4864
2.4100	1.6097	0.7508	-0.4005	-0.4949
2.4200	1.6055	0.7458	-0.4266	-0.5031
2.4300	1.6011	0.7407	-0.4526	-0.5113
2.4400	1.5964	0.7356	-0.4785	-0.5192
2.4500	1.5915	0.7303	-0.5041	-0.5271
2.4600	1.5864	0.7250	-0.5296	-0.5347
2.4700	1.5809	0.7196	-0.5548	-0.5423
2.4800	1.5752	0.7142	-0.5791	-0.5496
2.4900	1.5693	0.7086	-0.6022	-0.5569
2.5000	1.5632	0.7030	-0.6240	-0.5639
2.5100	1.5568	0.6974	-0.6441	-0.5709
2.5200	1.5503	0.6916	-0.6626	-0.5776
2.5300	1.5436	0.6858	-0.6793	-0.5843
2.5400	1.5367	0.6799	-0.6941	-0.5907
2.5500	1.5298	0.6740	-0.7071	-0.5971
2.5600	1.5227	0.6680	-0.7182	-0.6032
2.5700	1.5155	0.6619	-0.7276	-0.6093
2.5800	1.5082	0.6558	-0.7353	-0.6151
2.5900	1.5009	0.6496	-0.7416	-0.6209
2.6000	1.4934	0.6434	-0.7467	-0.6264
2.6100	1.4859	0.6371	-0.7507	-0.6319
2.6200	1.4784	0.6308	-0.7540	-0.6371
2.6300	1.4708	0.6244	-0.7569	-0.6422
2.6400	1.4632	0.6179	-0.7599	-0.6472
2.6500	1.4555	0.6114	-0.7632	-0.6519
2.6600	1.4478	0.6049	-0.7674	-0.6566
2.6700	1.4401	0.5983	-0.7730	-0.6610
2.6800	1.4323	0.5917	-0.7798	-0.6653
2.6900	1.4245	0.5850	-0.7868	-0.6694
2.7000	1.4166	0.5783	-0.7938	-0.6733
2.7100	1.4086	0.5715	-0.8008	-0.6770
2.7200	1.4006	0.5647	-0.8076	-0.6806
2.7300	1.3925	0.5579	-0.8141	-0.6840
2.7400	1.3843	0.5510	-0.8202	-0.6873
2.7500	1.3761	0.5442	-0.8260	-0.6903
2.7600	1.3678	0.5372	-0.8312	-0.6932
2.7700	1.3595	0.5303	-0.8360	-0.6960
2.7800	1.3512	0.5233	-0.8402	-0.6985
2.7900	1.3427	0.5163	-0.8440	-0.7009
2.8000	1.3343	0.5093	-0.8472	-0.7031
2.8100	1.3258	0.5023	-0.8500	-0.7051
2.8200	1.3173	0.4952	-0.8525	-0.7070
2.8300	1.3087	0.4881	-0.8546	-0.7087
2.8400	1.3002	0.4810	-0.8565	-0.7102
2.8500	1.2916	0.4739	-0.8583	-0.7115
2.8600	1.2829	0.4668	-0.8602	-0.7127
2.8700	1.2743	0.4597	-0.8621	-0.7136
2.8800	1.2657	0.4525	-0.8644	-0.7144
2.8900	1.2570	0.4454	-0.8662	-0.7151
2.9000	1.2483	0.4382	-0.8675	-0.7155
2.9100	1.2396	0.4311	-0.8681	-0.7158
2.9200	1.2309	0.4239	-0.8680	-0.7159
2.9300	1.2223	0.4168	-0.8671	-0.7158
2.9400	1.2136	0.4096	-0.8653	-0.7155
2.9500	1.2050	0.4024	-0.8626	-0.7151
2.9600	1.1964	0.3953	-0.8590	-0.7144
2.9700	1.1878	0.3882	-0.8545	-0.7136
2.9800	1.1793	0.3810	-0.8491	-0.7127
2.9900	1.1709	0.3739	-0.8428	-0.7115
3.0000	1.1625	0.3668	-0.8356	-0.7102
3.0100	1.1542	0.3597	-0.8277	-0.7087
3.0200	1.1460	0.3526	-0.8191	-0.7070
3.0300	1.1378	0.3456	-0.8098	-0.7051
3.0400	1.1298	0.3385	-0.8000	-0.7031
3.0500	1.1218	0.3315	-0.7899	-0.7008
3.0600	1.1140	0.3245	-0.7795	-0.6984
3.0700	1.1062	0.3175	-0.7689	-0.6958
3.0800	1.0986	0.3106	-0.7585	-0.6931
3.0900	1.0910	0.3037	-0.7482	-0.6901
3.1000	1.0836	0.2968	-0.7384	-0.6870
3.1100	1.0762	0.2899	-0.7299	-0.6836
3.1200	1.0689	0.2831	-0.7228	-0.6801
3.1300	1.0617	0.2763	-0.7169	-0.6764
3.1400	1.0545	0.2696	-0.7118	-0.6725
3.1500	1.0474	0.2629	-0.7072	-0.6685
3.1600	1.0404	0.2562	-0.7031	-0.6642
3.1700	1.0334	0.2496	-0.6991	-0.6598
3.1800	1.0264	0.2430	-0.6951	-0.6552
3.1900	1.0195	0.2365	-0.6909	-0.6505
3.2000	1.0127	0.2300	-0.6865	-0.6455
3.2100	1.0059	0.2236	-0.6817	-0.6404
3.2200	0.9992	0.2172	-0.6766	-0.6351
3.2300	0.9925	0.2109	-0.6710	-0.6297
3.2400	0.9859	0.2046	-0.6649	-0.6240
3.2500	0.9793	0.1984	-0.6584	-0.6182
3.2600	0.9728	0.1923	-0.6516	-0.6123
3.2700	0.9663	0.1862	-0.6444	-0.6061
3.2800	0.9599	0.1801	-0.6371	-0.5998
3.2900	0.9535	0.1742	-0.6297	-0.5934
3.3000	0.9472	0.1683	-0.6224	-0.5868
3.3100	0.9410	0.1624	-0.6154	-0.5800
3.3200	0.9348	0.1567	-0.6089	-0.5731
3.3300	0.9287	0.1510	-0.6031	-0.5660
3.3400	0.9226	0.1453	-0.5984	-0.5588
3.3500	0.9167	0.1398	-0.5950	-0.5514
3.3600	0.9107	0.1343	-0.5930	-0.5439
3.3700	0.9048	0.1289	-0.5919	-0.5362
3.3800	0.8988	0.1236	-0.5914	-0.5284
3.3900	0.8929	0.1183	-0.5911	-0.5205
3.4000	0.8870	0.1132	-0.5909	-0.5124
3.4100	0.8811	0.1081	-0.5904	-0.5042
3.4200	0.8752	0.1031	-0.5895	-0.4959
3.4300	0.8694	0.0982	-0.5880	-0.4874
3.4400	0.8635	0.0933	-0.5859	-0.4789
3.4500	0.8577	0.0886	-0.5829	-0.4702
3.4600	0.8520	0.0839	-0.5792	-0.4614
3.4700	0.8462	0.0794	-0.5747	-0.4525
3.4800	0.8405	0.0749	-0.5695	-0.4434
3.4900	0.8349	0.0705	-0.5636	-0.4343
3.5000	0.8292	0.0662	-0.5572	-0.4251
3.5100	0.8237	0.0620	-0.5506	-0.4158
3.5200	0.8182	0.0579	-0.5437	-0.4064
3.5300	0.8127	0.0539	-0.5371	-0.3969
3.5400	0.8073	0.0500	-0.5309	-0.3873
3.5500	0.8020	0.0461	-0.5254	-0.3776
3.5600	0.7968	0.0424	-0.5212	-0.3678
3.5700	0.7916	0.0388	-0.5181	-0.3580
3.5800	0.7864	0.0353	-0.5161	-0.3481
3.5900	0.7812	0.0318	-0.5147	-0.3381
3.6000	0.7761	0.0285	-0.5138	-0.3280
3.6100	0.7710	0.0253	-0.5130	-0.3179
3.6200	0.7658	0.0221	-0.5122	-0.3077
3.6300	0.7607	0.0191	-0.5112	-0.2975
3.6400	0.7556	0.0162	-0.5096	-0.2872
3.6500	0.7506	0.0134	-0.5075	-0.2769
3.6600	0.7455	0.0106	-0.5045	-0.2665
3.6700	0.7405	0.0080	-0.5007	-0.2561
3.6800	0.7356	0.0055	-0.4958	-0.2457
3.6900	0.7306	0.0031	-0.4898	-0.2352
3.7000	0.7258	0.0008	-0.4826	-0.2247
3.7100	0.7210	-0.0014	-0.4741	-0.2142
3.7200	0.7163	-0.0035	-0.4643	-0.2037
3.7300	0.7117	-0.0055	-0.4532	-0.1931
3.7400	0.7072	-0.0073	-0.4407	-0.1825
3.7500	0.7028	-0.0091	-0.4270	-0.1719
3.7600	0.6986	-0.0108	-0.4119	-0.1613
3.7700	0.6946	-0.0123	-0.3959	-0.1507
3.7800	0.6907	-0.0138	-0.3796	-0.1401
3.7900	0.6870	-0.0151	-0.3631	-0.1295
3.8000	0.6835	-0.0164	-0.3468	-0.1189
3.8100	0.6801	-0.0175	-0.3306	-0.1083
3.8200	0.6769	-0.0185	-0.3149	-0.0977
3.8300	0.6738	-0.0195	-0.2996	-0.0871
3.8400	0.6709	-0.0203	-0.2849	-0.0765
3.8500	0.6681	-0.0210	-0.2709	-0.0659
3.8600	0.6654	-0.0216	-0.2576	-0.0553
3.8700	0.6629	-0.0221	-0.2451	-0.0448
3.8800	0.6605	-0.0225	-0.2334	-0.0342
3.8900	0.6581	-0.0228	-0.2225	-0.0237
3.9000	0.6560	-0.0230	-0.2124	-0.0132
3.9100	0.6539	-0.0230	-0.2032	-0.0027
3.9200	0.6519	-0.0230	-0.1946	0.0077
3.9300	0.6500	-0.0229	-0.1867	0.0181
3.9400	0.6482	-0.0227	-0.1795	0.0285
3.9500	0.6464	-0.0223	-0.1727	0.0389
3.9600	0.6448	-0.0219	-0.1663	0.0492
3.9700	0.6432	-0.0213	-0.1601	0.0594
3.9800	0.6416	-0.0207	-0.1540	0.0696
3.9900	0.6401	-0.0199	-0.1478	0.0798
4.0000	0.6387	-0.0191	-0.1415	0.0899
4.0100	0.6373	-0.0182	-0.1350	0.0999
4.0200	0.6360	-0.0171	-0.1282	0.1099
4.0300	0.6347	-0.0160	-0.1210	0.1198
4.0400	0.6336	-0.0147	-0.1132	0.1296
4.0500	0.6325	-0.0134	-0.1049	0.1393
4.0600	0.6315	-0.0119	-0.0959	0.1490
4.0700	0.6306	-0.0104	-0.0862	0.1586
4.0800	0.6298	-0.0087	-0.0760	0.1682
4.0900	0.6291	-0.0070	-0.0653	0.1776
4.1000	0.6285	-0.0052	-0.0541	0.1870
4.1100	0.6280	-0.0033	-0.0427	0.1962
4.1200	0.6276	-0.0013	-0.0312	0.2054
4.1300	0.6274	0.0008	-0.0198	0.2145
4.1400	0.6272	0.0030	-0.0088	0.2235
4.1500	0.6272	0.0053	0.0016	0.2324
4.1600	0.6272	0.0077	0.0110	0.2411
4.1700	0.6274	0.0101	0.0193	0.2498
4.1800	0.6276	0.0127	0.0267	0.2584
4.1900	0.6279	0.0153	0.0333	0.2669
4.2000	0.6283	0.0180	0.0392	0.2753
4.2100	0.6287	0.0208	0.0445	0.2835
4.2200	0.6292	0.0237	0.0495	0.2917
4.2300	0.6297	0.0266	0.0541	0.2997
4.2400	0.6302	0.0297	0.0585	0.3076
4.2500	0.6309	0.0328	0.0629	0.3154
4.2600	0.6315	0.0360	0.0672	0.3231
4.2700	0.6322	0.0392	0.0717	0.3306
4.2800	0.6329	0.0426	0.0764	0.3380
4.2900	0.6337	0.0460	0.0814	0.3453
4.3000	0.6346	0.0495	0.0868	0.3524
4.3100	0.6355	0.0530	0.0926	0.3594
4.3200	0.6364	0.0567	0.0989	0.3663
4.3300	0.6374	0.0604	0.1059	0.3730
4.3400	0.6385	0.0641	0.1134	0.3796
4.3500	0.6397	0.0680	0.1214	0.3860
4.3600	0.6410	0.0719	0.1297	0.3923
4.3700	0.6423	0.0758	0.1382	0.3984
4.3800	0.6437	0.0798	0.1468	0.4044
4.3900	0.6453	0.0839	0.1553	0.4103
4.4000	0.6469	0.0880	0.1637	0.4159
4.4100	0.6485	0.0922	0.1719	0.4215
4.4200	0.6503	0.0965	0.1798	0.4269
4.4300	0.6521	0.1008	0.1872	0.4321
4.4400	0.6540	0.1051	0.1941	0.4371
4.4500	0.6560	0.1095	0.2005	0.4421
4.4600	0.6580	0.1139	0.2061	0.4468
4.4700	0.6601	0.1184	0.2110	0.4514
4.4800	0.6622	0.1230	0.2150	0.4558
4.4900	0.6644	0.1275	0.2182	0.4601
4.5000	0.6666	0.1322	0.2203	0.4642
4.5100	0.6688	0.1368	0.2215	0.4681
4.5200	0.6710	0.1415	0.2215	0.4719
4.5300	0.6732	0.1463	0.2208	0.4755
4.5400	0.6754	0.1510	0.2200	0.4789
4.5500	0.6776	0.1558	0.2194	0.4822
4.5600	0.6797	0.1607	0.2196	0.4853
4.5700	0.6820	0.1655	0.2207	0.4882
4.5800	0.6842	0.1704	0.2232	0.4910
4.5900	0.6865	0.1754	0.2271	0.4935
4.6000	0.6888	0.1803	0.2327	0.4959
4.6100	0.6912	0.1853	0.2399	0.4982
4.6200	0.6937	0.1903	0.2487	0.5002
4.6300	0.6963	0.1953	0.2591	0.5021
4.6400	0.6989	0.2003	0.2710	0.5037
4.6500	0.7017	0.2054	0.2841	0.5053
4.6600	0.7046	0.2104	0.2980	0.5066
4.6700	0.7076	0.2155	0.3125	0.5078
4.6800	0.7108	0.2206	0.3272	0.5088
4.6900	0.7141	0.2257	0.3415	0.5096
4.7000	0.7175	0.2308	0.3549	0.5103
4.7100	0.7211	0.2359	0.3669	0.5108
4.7200	0.7248	0.2410	0.3776	0.5111
4.7300	0.7287	0.2461	0.3873	0.5113
4.7400	0.7326	0.2512	0.3961	0.5113
4.7500	0.7366	0.2563	0.4045	0.5112
4.7600	0.7407	0.2614	0.4124	0.5109
4.7700	0.7448	0.2665	0.4201	0.5104
4.7800	0.7491	0.2716	0.4277	0.5098
4.7900	0.7534	0.2767	0.4354	0.5091
4.8000	0.7578	0.2818	0.4433	0.5081
4.8100	0.7623	0.2869	0.4514	0.5071
4.8200	0.7669	0.2920	0.4599	0.5059
4.8300	0.7715	0.2970	0.4688	0.5045
4.8400	0.7763	0.3021	0.4781	0.5030
4.8500	0.7811	0.3071	0.4878	0.5014
4.8600	0.7860	0.3121	0.4979	0.4996
4.8700	0.7910	0.3171	0.5085	0.4977
4.8800	0.7962	0.3220	0.5194	0.4956
4.8900	0.8014	0.3270	0.5305	0.4934
4.9000	0.8068	0.3319	0.5418	0.4911
4.9100	0.8122	0.3368	0.5524	0.4887
4.9200	0.8178	0.3417	0.5623	0.4861
4.9300	0.8235	0.3465	0.5715	0.4834
4.9400	0.8292	0.3513	0.5800	0.4805
4.9500	0.8350	0.3561	0.5878	0.4776
4.9600	0.8409	0.3609	0.5950	0.4745
4.9700	0.8469	0.3656	0.6017	0.4714
4.9800	0.8530	0.3703	0.6079	0.4681
4.9900	0.8591	0.3750	0.6136	0.4647
5.0000	0.8652	0.3796	0.6190	0.4612
5.0100	0.8714	0.3842	0.6240	0.4576
5.0200	0.8777	0.3888	0.6287	0.4539
5.0300	0.8840	0.3933	0.6333	0.4501
5.0400	0.8904	0.3978	0.6377	0.4462
5.0500	0.8968	0.4022	0.6420	0.4422
5.0600	0.9032	0.4066	0.6465	0.4381
5.0700	0.9097	0.4110	0.6510	0.4339
5.0800	0.9163	0.4153	0.6557	0.4296
5.0900	0.9229	0.4196	0.6608	0.4253
5.1000	0.9295	0.4238	0.6663	0.4208
5.1100	0.9362	0.4280	0.6723	0.4163
5.1200	0.9430	0.4321	0.6789	0.4117
5.1300	0.9498	0.4362	0.6855	0.4071
5.1400	0.9567	0.4403	0.6914	0.4023
5.1500	0.9636	0.4443	0.6966	0.3975
5.1600	0.9706	0.4482	0.7012	0.3926
5.1700	0.9776	0.4521	0.7052	0.3877
5.1800	0.9847	0.4560	0.7087	0.3827
5.1900	0.9918	0.4598	0.7117	0.3776
5.2000	0.9989	0.4635	0.7141	0.3725
5.2100	1.0061	0.4672	0.7161	0.3673
5.2200	1.0133	0.4709	0.7176	0.3621
5.2300	1.0205	0.4745	0.7185	0.3568
5.2400	1.0277	0.4780	0.7189	0.3515
5.2500	1.0349	0.4815	0.7188	0.3462
5.2600	1.0421	0.4849	0.7181	0.3408
5.2700	1.0492	0.4883	0.7168	0.3353
5.2800	1.0564	0.4916	0.7148	0.3298
5.2900	1.0635	0.4949	0.7121	0.3243
5.3000	1.0706	0.4981	0.7087	0.3188
5.3100	1.0777	0.5013	0.7044	0.3132
5.3200	1.0847	0.5044	0.6992	0.3076
5.3300	1.0917	0.5074	0.6929	0.3020
5.3400	1.0986	0.5104	0.6855	0.2963
5.3500	1.1054	0.5133	0.6767	0.2906
5.3600	1.1121	0.5162	0.6668	0.2849
5.3700	1.1187	0.5190	0.6563	0.2792
5.3800	1.1252	0.5218	0.6452	0.2734
5.3900	1.1316	0.5245	0.6338	0.2677
