t	x1	x2	dx1	dx2	x1_rel	x2_rel
60.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
60.0100	0.0006	0.0000	0.1110	0.0000	0.0006	0.0000
60.0200	0.0022	0.0000	0.2200	0.0000	0.0022	0.0000
60.0300	0.0050	0.0000	0.3270	0.0001	0.0049	0.0000
60.0400	0.0087	0.0000	0.4319	0.0002	0.0087	0.0000
60.0500	0.0136	0.0000	0.5344	0.0004	0.0136	0.0000
60.0600	0.0194	0.0000	0.6345	0.0006	0.0194	0.0000
60.0700	0.0263	0.0000	0.7318	0.0010	0.0262	0.0000
60.0800	0.0341	0.0000	0.8263	0.0015	0.0340	0.0000
60.0900	0.0428	0.0000	0.9176	0.0020	0.0427	0.0000
60.1000	0.0524	0.0001	1.0056	0.0028	0.0523	0.0001
60.1100	0.0629	0.0001	1.0903	0.0036	0.0628	0.0001
60.1200	0.0742	0.0001	1.1715	0.0047	0.0740	0.0001
60.1300	0.0863	0.0002	1.2493	0.0059	0.0861	0.0002
60.1400	0.0992	0.0003	1.3235	0.0072	0.0989	0.0003
60.1500	0.1128	0.0003	1.3942	0.0088	0.1124	0.0003
60.1600	0.1270	0.0004	1.4615	0.0106	0.1266	0.0004
60.1700	0.1420	0.0006	1.5254	0.0126	0.1414	0.0006
60.1800	0.1575	0.0007	1.5860	0.0148	0.1568	0.0007
60.1900	0.1737	0.0009	1.6430	0.0172	0.1728	0.0009
60.2000	0.1904	0.0010	1.6964	0.0198	0.1894	0.0010
60.2100	0.2076	0.0012	1.7462	0.0227	0.2064	0.0012
60.2200	0.2253	0.0015	1.7924	0.0259	0.2238	0.0015
60.2300	0.2434	0.0018	1.8348	0.0293	0.2417	0.0018
60.2400	0.2620	0.0021	1.8736	0.0329	0.2599	0.0021
60.2500	0.2809	0.0024	1.9088	0.0368	0.2785	0.0024
60.2600	0.3001	0.0028	1.9404	0.0410	0.2973	0.0028
60.2700	0.3197	0.0032	1.9684	0.0454	0.3164	0.0032
60.2800	0.3395	0.0037	1.9930	0.0501	0.3358	0.0037
60.2900	0.3595	0.0043	2.0143	0.0551	0.3553	0.0043
60.3000	0.3798	0.0048	2.0326	0.0603	0.3749	0.0048
60.3100	0.4002	0.0055	2.0479	0.0658	0.3947	0.0055
60.3200	0.4207	0.0061	2.0607	0.0716	0.4146	0.0061
60.3300	0.4414	0.0069	2.0709	0.0777	0.4345	0.0069
60.3400	0.4621	0.0077	2.0788	0.0840	0.4544	0.0077
60.3500	0.4830	0.0086	2.0844	0.0906	0.4744	0.0086
60.3600	0.5038	0.0095	2.0878	0.0974	0.4943	0.0095
60.3700	0.5247	0.0105	2.0891	0.1045	0.5142	0.0105
60.3800	0.5456	0.0116	2.0881	0.1118	0.5340	0.0116
60.3900	0.5665	0.0128	2.0850	0.1195	0.5538	0.0128
60.4000	0.5873	0.0140	2.0796	0.1273	0.5734	0.0140
60.4100	0.6081	0.0153	2.0718	0.1354	0.5928	0.0153
60.4200	0.6288	0.0167	2.0615	0.1438	0.6121	0.0167
60.4300	0.6493	0.0182	2.0485	0.1524	0.6311	0.0182
60.4400	0.6697	0.0197	2.0327	0.1612	0.6499	0.0197
60.4500	0.6899	0.0214	2.0138	0.1702	0.6685	0.0214
60.4600	0.7099	0.0232	1.9917	0.1795	0.6868	0.0232
60.4700	0.7297	0.0250	1.9662	0.1890	0.7047	0.0250
60.4800	0.7493	0.0269	1.9377	0.1986	0.7223	0.0269
60.4900	0.7685	0.0290	1.9064	0.2085	0.7395	0.0290
60.5000	0.7874	0.0311	1.8724	0.2186	0.7563	0.0311
60.5100	0.8060	0.0333	1.8360	0.2288	0.7726	0.0333
60.5200	0.8242	0.0357	1.7972	0.2392	0.7885	0.0357
60.5300	0.8420	0.0381	1.7564	0.2498	0.8038	0.0381
60.5400	0.8593	0.0407	1.7136	0.2605	0.8187	0.0407
60.5500	0.8763	0.0433	1.6691	0.2713	0.8329	0.0433
60.5600	0.8927	0.0461	1.6230	0.2823	0.8466	0.0461
60.5700	0.9087	0.0490	1.5755	0.2933	0.8598	0.0490
60.5800	0.9242	0.0520	1.5267	0.3045	0.8723	0.0520
60.5900	0.9392	0.0551	1.4768	0.3158	0.8842	0.0551
60.6000	0.9537	0.0583	1.4260	0.3271	0.8955	0.0583
60.6100	0.9677	0.0616	1.3745	0.3385	0.9061	0.0616
60.6200	0.9812	0.0651	1.3223	0.3500	0.9161	0.0651
60.6300	0.9941	0.0686	1.2697	0.3615	0.9255	0.0686
60.6400	1.0065	0.0723	1.2168	0.3730	0.9342	0.0723
60.6500	1.0184	0.0761	1.1638	0.3846	0.9423	0.0761
60.6600	1.0298	0.0800	1.1108	0.3961	0.9498	0.0800
60.6700	1.0406	0.0840	1.0580	0.4077	0.9566	0.0840
60.6800	1.0509	0.0881	1.0054	0.4192	0.9628	0.0881
60.6900	1.0607	0.0924	0.9538	0.4307	0.9683	0.0924
60.7000	1.0700	0.0967	0.9033	0.4421	0.9733	0.0967
60.7100	1.0788	0.1012	0.8538	0.4535	0.9776	0.1012
60.7200	1.0871	0.1058	0.8052	0.4648	0.9813	0.1058
60.7300	1.0950	0.1105	0.7574	0.4760	0.9844	0.1105
60.7400	1.1023	0.1153	0.7104	0.4872	0.9870	0.1153
60.7500	1.1092	0.1203	0.6641	0.4982	0.9889	0.1203
60.7600	1.1156	0.1253	0.6184	0.5091	0.9903	0.1253
60.7700	1.1215	0.1304	0.5733	0.5199	0.9911	0.1304
60.7800	1.1270	0.1357	0.5287	0.5305	0.9913	0.1357
60.7900	1.1321	0.1410	0.4847	0.5410	0.9910	0.1410
60.8000	1.1367	0.1465	0.4413	0.5513	0.9902	0.1465
60.8100	1.1408	0.1521	0.3985	0.5614	0.9888	0.1521
60.8200	1.1446	0.1577	0.3563	0.5714	0.9868	0.1577
60.8300	1.1479	0.1635	0.3147	0.5812	0.9844	0.1635
60.8400	1.1508	0.1694	0.2739	0.5907	0.9815	0.1694
60.8500	1.1533	0.1753	0.2338	0.6001	0.9780	0.1753
60.8600	1.1555	0.1814	0.1947	0.6092	0.9741	0.1814
60.8700	1.1572	0.1875	0.1565	0.6181	0.9697	0.1875
60.8800	1.1586	0.1937	0.1194	0.6267	0.9649	0.1937
60.8900	1.1596	0.2000	0.0835	0.6351	0.9596	0.2000
60.9000	1.1603	0.2064	0.0490	0.6433	0.9539	0.2064
60.9100	1.1607	0.2129	0.0160	0.6511	0.9478	0.2129
60.9200	1.1607	0.2195	-0.0153	0.6587	0.9412	0.2195
60.9300	1.1604	0.2261	-0.0448	0.6660	0.9343	0.2261
60.9400	1.1598	0.2328	-0.0723	0.6731	0.9270	0.2328
60.9500	1.1589	0.2395	-0.0980	0.6798	0.9194	0.2395
60.9600	1.1578	0.2464	-0.1220	0.6863	0.9115	0.2464
60.9700	1.1565	0.2533	-0.1443	0.6924	0.9032	0.2533
60.9800	1.1549	0.2602	-0.1649	0.6982	0.8947	0.2602
60.9900	1.1532	0.2672	-0.1838	0.7037	0.8859	0.2672
61.0000	1.1512	0.2743	-0.2011	0.7089	0.8769	0.2743
61.0100	1.1491	0.2814	-0.2167	0.7137	0.8677	0.2814
61.0200	1.1469	0.2886	-0.2307	0.7182	0.8583	0.2886
61.0300	1.1445	0.2958	-0.2432	0.7223	0.8487	0.2958
61.0400	1.1420	0.3030	-0.2540	0.7262	0.8390	0.3030
61.0500	1.1394	0.3103	-0.2633	0.7296	0.8291	0.3103
61.0600	1.1367	0.3176	-0.2709	0.7327	0.8191	0.3176
61.0700	1.1340	0.3249	-0.2770	0.7355	0.8090	0.3249
61.0800	1.1312	0.3323	-0.2815	0.7379	0.7988	0.3323
61.0900	1.1283	0.3397	-0.2845	0.7400	0.7886	0.3397
61.1000	1.1255	0.3471	-0.2858	0.7417	0.7784	0.3471
61.1100	1.1226	0.3545	-0.2856	0.7430	0.7681	0.3545
61.1200	1.1198	0.3620	-0.2837	0.7440	0.7578	0.3620
61.1300	1.1170	0.3694	-0.2802	0.7446	0.7476	0.3694
61.1400	1.1143	0.3769	-0.2751	0.7449	0.7374	0.3769
61.1500	1.1116	0.3843	-0.2683	0.7448	0.7272	0.3843
61.1600	1.1089	0.3918	-0.2599	0.7444	0.7172	0.3918
61.1700	1.1064	0.3992	-0.2497	0.7436	0.7072	0.3992
61.1800	1.1040	0.4066	-0.2378	0.7425	0.6974	0.4066
61.1900	1.1017	0.4140	-0.2242	0.7410	0.6876	0.4140
61.2000	1.0995	0.4214	-0.2089	0.7392	0.6781	0.4214
61.2100	1.0975	0.4288	-0.1921	0.7370	0.6687	0.4288
61.2200	1.0957	0.4362	-0.1741	0.7345	0.6595	0.4362
61.2300	1.0940	0.4435	-0.1549	0.7317	0.6505	0.4435
61.2400	1.0926	0.4508	-0.1345	0.7285	0.6417	0.4508
61.2500	1.0913	0.4581	-0.1131	0.7250	0.6332	0.4581
61.2600	1.0903	0.4653	-0.0908	0.7212	0.6250	0.4653
61.2700	1.0895	0.4725	-0.0676	0.7171	0.6170	0.4725
61.2800	1.0889	0.4797	-0.0435	0.7126	0.6093	0.4797
61.2900	1.0886	0.4868	-0.0188	0.7079	0.6018	0.4868
61.3000	1.0885	0.4938	0.0067	0.7028	0.5947	0.4938
61.3100	1.0887	0.5008	0.0328	0.6975	0.5879	0.5008
61.3200	1.0892	0.5078	0.0595	0.6918	0.5814	0.5078
61.3300	1.0899	0.5147	0.0868	0.6859	0.5753	0.5147
61.3400	1.0910	0.5215	0.1145	0.6797	0.5695	0.5215
61.3500	1.0923	0.5282	0.1428	0.6733	0.5640	0.5282
61.3600	1.0938	0.5349	0.1715	0.6665	0.5589	0.5349
61.3700	1.0957	0.5416	0.2006	0.6596	0.5541	0.5416
61.3800	1.0979	0.5481	0.2301	0.6523	0.5497	0.5481
61.3900	1.1003	0.5546	0.2600	0.6449	0.5457	0.5546
61.4000	1.1031	0.5610	0.2903	0.6372	0.5421	0.5610
61.4100	1.1062	0.5674	0.3205	0.6292	0.5388	0.5674
61.4200	1.1095	0.5736	0.3503	0.6211	0.5359	0.5736
61.4300	1.1132	0.5798	0.3796	0.6127	0.5334	0.5798
61.4400	1.1171	0.5859	0.4080	0.6042	0.5312	0.5859
61.4500	1.1213	0.5919	0.4355	0.5954	0.5295	0.5919
61.4600	1.1258	0.5978	0.4619	0.5865	0.5280	0.5978
61.4700	1.1305	0.6036	0.4871	0.5774	0.5269	0.6036
61.4800	1.1355	0.6093	0.5111	0.5681	0.5262	0.6093
61.4900	1.1407	0.6150	0.5338	0.5586	0.5257	0.6150
