t	x1	x2	dx1	dx2	x1_rel	x2_rel
60.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
60.0100	0.0002	0.0000	0.0451	0.0000	0.0002	0.0000
60.0200	0.0009	0.0000	0.0903	0.0000	0.0009	0.0000
60.0300	0.0020	0.0000	0.1354	0.0000	0.0020	0.0000
60.0400	0.0036	0.0000	0.1804	0.0001	0.0036	0.0000
60.0500	0.0056	0.0000	0.2252	0.0002	0.0056	0.0000
60.0600	0.0081	0.0000	0.2697	0.0003	0.0081	0.0000
60.0700	0.0110	0.0000	0.3138	0.0004	0.0110	0.0000
60.0800	0.0144	0.0000	0.3572	0.0006	0.0144	0.0000
60.0900	0.0182	0.0000	0.3999	0.0009	0.0182	0.0000
60.1000	0.0224	0.0000	0.4417	0.0012	0.0224	0.0000
60.1100	0.0270	0.0000	0.4826	0.0015	0.0270	0.0000
60.1200	0.0320	0.0001	0.5225	0.0020	0.0320	0.0001
60.1300	0.0374	0.0001	0.5613	0.0025	0.0374	0.0001
60.1400	0.0433	0.0001	0.5989	0.0031	0.0431	0.0001
60.1500	0.0494	0.0001	0.6355	0.0038	0.0493	0.0001
60.1600	0.0560	0.0002	0.6708	0.0046	0.0558	0.0002
60.1700	0.0628	0.0002	0.7051	0.0054	0.0626	0.0002
60.1800	0.0701	0.0003	0.7381	0.0064	0.0698	0.0003
60.1900	0.0776	0.0004	0.7699	0.0075	0.0772	0.0004
60.2000	0.0855	0.0004	0.8002	0.0087	0.0850	0.0004
60.2100	0.0936	0.0005	0.8291	0.0100	0.0931	0.0005
60.2200	0.1020	0.0006	0.8565	0.0114	0.1014	0.0006
60.2300	0.1107	0.0008	0.8824	0.0130	0.1100	0.0008
60.2400	0.1197	0.0009	0.9067	0.0146	0.1188	0.0009
60.2500	0.1288	0.0011	0.9294	0.0164	0.1278	0.0011
60.2600	0.1382	0.0012	0.9505	0.0183	0.1370	0.0012
60.2700	0.1479	0.0014	0.9700	0.0204	0.1464	0.0014
60.2800	0.1576	0.0016	0.9879	0.0226	0.1560	0.0016
60.2900	0.1676	0.0019	1.0044	0.0249	0.1657	0.0019
60.3000	0.1777	0.0021	1.0193	0.0274	0.1756	0.0021
60.3100	0.1880	0.0024	1.0331	0.0299	0.1856	0.0024
60.3200	0.1984	0.0027	1.0456	0.0327	0.1956	0.0027
60.3300	0.2089	0.0031	1.0570	0.0355	0.2058	0.0031
60.3400	0.2195	0.0035	1.0673	0.0385	0.2161	0.0035
60.3500	0.2303	0.0039	1.0764	0.0417	0.2264	0.0039
60.3600	0.2411	0.0043	1.0844	0.0450	0.2368	0.0043
60.3700	0.2519	0.0048	1.0912	0.0484	0.2472	0.0048
60.3800	0.2629	0.0053	1.0968	0.0519	0.2576	0.0053
60.3900	0.2739	0.0058	1.1011	0.0556	0.2681	0.0058
60.4000	0.2849	0.0064	1.1042	0.0595	0.2786	0.0064
60.4100	0.2960	0.0070	1.1059	0.0634	0.2890	0.0070
60.4200	0.3070	0.0076	1.1062	0.0675	0.2994	0.0076
60.4300	0.3181	0.0083	1.1049	0.0717	0.3098	0.0083
60.4400	0.3291	0.0091	1.1021	0.0761	0.3200	0.0091
60.4500	0.3401	0.0099	1.0975	0.0806	0.3303	0.0099
60.4600	0.3510	0.0107	1.0911	0.0852	0.3404	0.0107
60.4700	0.3619	0.0116	1.0828	0.0899	0.3503	0.0116
60.4800	0.3727	0.0125	1.0723	0.0948	0.3602	0.0125
60.4900	0.3833	0.0135	1.0599	0.0997	0.3699	0.0135
60.5000	0.3939	0.0145	1.0457	0.1048	0.3794	0.0145
60.5100	0.4043	0.0155	1.0299	0.1100	0.3887	0.0155
60.5200	0.4145	0.0167	1.0125	0.1153	0.3978	0.0167
60.5300	0.4245	0.0179	0.9935	0.1206	0.4067	0.0179
60.5400	0.4344	0.0191	0.9731	0.1261	0.4153	0.0191
60.5500	0.4440	0.0204	0.9513	0.1316	0.4236	0.0204
60.5600	0.4534	0.0217	0.9281	0.1373	0.4317	0.0217
60.5700	0.4626	0.0231	0.9037	0.1430	0.4395	0.0231
60.5800	0.4715	0.0246	0.8781	0.1488	0.4469	0.0246
60.5900	0.4801	0.0261	0.8514	0.1546	0.4541	0.0261
60.6000	0.4885	0.0277	0.8237	0.1605	0.4609	0.0277
60.6100	0.4966	0.0293	0.7951	0.1664	0.4673	0.0293
60.6200	0.5044	0.0310	0.7656	0.1724	0.4734	0.0310
60.6300	0.5119	0.0328	0.7354	0.1785	0.4791	0.0328
60.6400	0.5191	0.0346	0.7045	0.1845	0.4845	0.0346
60.6500	0.5260	0.0364	0.6731	0.1906	0.4895	0.0364
60.6600	0.5325	0.0384	0.6412	0.1967	0.4941	0.0384
60.6700	0.5388	0.0404	0.6090	0.2028	0.4984	0.0404
60.6800	0.5447	0.0424	0.5765	0.2089	0.5022	0.0424
60.6900	0.5503	0.0446	0.5438	0.2150	0.5057	0.0446
60.7000	0.5556	0.0467	0.5111	0.2211	0.5088	0.0467
60.7100	0.5605	0.0490	0.4785	0.2272	0.5115	0.0490
60.7200	0.5651	0.0513	0.4460	0.2332	0.5138	0.0513
60.7300	0.5694	0.0537	0.4136	0.2392	0.5158	0.0537
60.7400	0.5734	0.0561	0.3813	0.2452	0.5174	0.0561
60.7500	0.5771	0.0586	0.3491	0.2511	0.5185	0.0586
60.7600	0.5804	0.0611	0.3169	0.2569	0.5193	0.0611
60.7700	0.5835	0.0637	0.2849	0.2627	0.5198	0.0637
60.7800	0.5862	0.0663	0.2529	0.2684	0.5198	0.0663
60.7900	0.5885	0.0691	0.2210	0.2740	0.5195	0.0691
60.8000	0.5906	0.0718	0.1892	0.2796	0.5188	0.0718
60.8100	0.5923	0.0746	0.1576	0.2850	0.5177	0.0746
60.8200	0.5937	0.0775	0.1261	0.2904	0.5162	0.0775
60.8300	0.5948	0.0804	0.0948	0.2956	0.5144	0.0804
60.8400	0.5956	0.0834	0.0637	0.3007	0.5122	0.0834
60.8500	0.5961	0.0865	0.0329	0.3057	0.5096	0.0865
60.8600	0.5962	0.0895	0.0023	0.3106	0.5067	0.0895
60.8700	0.5961	0.0927	-0.0278	0.3154	0.5034	0.0927
60.8800	0.5956	0.0958	-0.0576	0.3200	0.4998	0.0958
60.8900	0.5949	0.0991	-0.0869	0.3245	0.4958	0.0991
60.9000	0.5939	0.1023	-0.1157	0.3288	0.4915	0.1023
60.9100	0.5926	0.1057	-0.1439	0.3329	0.4869	0.1057
60.9200	0.5910	0.1090	-0.1715	0.3369	0.4820	0.1090
60.9300	0.5891	0.1124	-0.1983	0.3407	0.4768	0.1124
60.9400	0.5870	0.1158	-0.2243	0.3444	0.4712	0.1158
60.9500	0.5847	0.1193	-0.2493	0.3479	0.4654	0.1193
60.9600	0.5821	0.1228	-0.2734	0.3512	0.4593	0.1228
60.9700	0.5792	0.1263	-0.2963	0.3543	0.4529	0.1263
60.9800	0.5762	0.1299	-0.3180	0.3572	0.4463	0.1299
60.9900	0.5729	0.1335	-0.3386	0.3599	0.4394	0.1335
61.0000	0.5694	0.1371	-0.3582	0.3624	0.4323	0.1371
61.0100	0.5657	0.1407	-0.3767	0.3647	0.4250	0.1407
61.0200	0.5618	0.1444	-0.3942	0.3668	0.4175	0.1444
61.0300	0.5578	0.1480	-0.4106	0.3686	0.4098	0.1480
61.0400	0.5536	0.1517	-0.4258	0.3703	0.4019	0.1517
61.0500	0.5493	0.1554	-0.4399	0.3717	0.3939	0.1554
61.0600	0.5448	0.1592	-0.4527	0.3730	0.3857	0.1592
61.0700	0.5403	0.1629	-0.4642	0.3739	0.3774	0.1629
61.0800	0.5356	0.1666	-0.4744	0.3747	0.3689	0.1666
61.0900	0.5308	0.1704	-0.4833	0.3752	0.3604	0.1704
61.1000	0.5259	0.1741	-0.4909	0.3756	0.3518	0.1741
61.1100	0.5210	0.1779	-0.4971	0.3756	0.3431	0.1779
61.1200	0.5160	0.1817	-0.5019	0.3755	0.3343	0.1817
61.1300	0.5109	0.1854	-0.5053	0.3751	0.3255	0.1854
61.1400	0.5059	0.1892	-0.5073	0.3745	0.3167	0.1892
