t	x1	x2	dx1	dx2	x1_rel	x2_rel
60.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
60.0100	0.0002	0.0000	0.0464	0.0000	0.0002	0.0000
60.0200	0.0009	0.0000	0.0927	0.0000	0.0009	0.0000
60.0300	0.0021	0.0000	0.1391	0.0000	0.0021	0.0000
60.0400	0.0037	0.0000	0.1853	0.0001	0.0037	0.0000
60.0500	0.0058	0.0000	0.2313	0.0002	0.0058	0.0000
60.0600	0.0083	0.0000	0.2770	0.0003	0.0083	0.0000
60.0700	0.0113	0.0000	0.3221	0.0004	0.0113	0.0000
60.0800	0.0148	0.0000	0.3666	0.0006	0.0148	0.0000
60.0900	0.0187	0.0000	0.4104	0.0009	0.0186	0.0000
60.1000	0.0230	0.0000	0.4532	0.0012	0.0229	0.0000
60.1100	0.0277	0.0000	0.4951	0.0016	0.0277	0.0000
60.1200	0.0329	0.0001	0.5360	0.0020	0.0328	0.0001
60.1300	0.0384	0.0001	0.5757	0.0026	0.0383	0.0001
60.1400	0.0444	0.0001	0.6142	0.0032	0.0443	0.0001
60.1500	0.0507	0.0001	0.6516	0.0039	0.0506	0.0001
60.1600	0.0574	0.0002	0.6878	0.0047	0.0572	0.0002
60.1700	0.0645	0.0002	0.7229	0.0056	0.0642	0.0002
60.1800	0.0719	0.0003	0.7566	0.0066	0.0716	0.0003
60.1900	0.0796	0.0004	0.7891	0.0077	0.0792	0.0004
60.2000	0.0876	0.0005	0.8201	0.0089	0.0872	0.0005
60.2100	0.0960	0.0006	0.8496	0.0103	0.0954	0.0006
60.2200	0.1046	0.0007	0.8775	0.0117	0.1040	0.0007
60.2300	0.1135	0.0008	0.9039	0.0133	0.1127	0.0008
60.2400	0.1227	0.0009	0.9287	0.0150	0.1218	0.0009
60.2500	0.1321	0.0011	0.9519	0.0169	0.1310	0.0011
60.2600	0.1417	0.0013	0.9734	0.0188	0.1405	0.0013
60.2700	0.1516	0.0015	0.9933	0.0209	0.1501	0.0015
60.2800	0.1616	0.0017	1.0116	0.0232	0.1599	0.0017
60.2900	0.1718	0.0019	1.0283	0.0255	0.1699	0.0019
60.3000	0.1822	0.0022	1.0435	0.0281	0.1800	0.0022
60.3100	0.1927	0.0025	1.0574	0.0307	0.1902	0.0025
60.3200	0.2033	0.0028	1.0701	0.0335	0.2005	0.0028
60.3300	0.2141	0.0032	1.0816	0.0364	0.2109	0.0032
60.3400	0.2249	0.0035	1.0919	0.0395	0.2214	0.0035
60.3500	0.2359	0.0040	1.1011	0.0427	0.2320	0.0040
60.3600	0.2470	0.0044	1.1091	0.0461	0.2426	0.0044
60.3700	0.2581	0.0049	1.1159	0.0496	0.2532	0.0049
60.3800	0.2693	0.0054	1.1215	0.0532	0.2639	0.0054
60.3900	0.2805	0.0059	1.1259	0.0570	0.2746	0.0059
60.4000	0.2918	0.0065	1.1289	0.0609	0.2853	0.0065
60.4100	0.3031	0.0072	1.1306	0.0650	0.2960	0.0072
60.4200	0.3144	0.0078	1.1309	0.0692	0.3066	0.0078
60.4300	0.3257	0.0085	1.1296	0.0735	0.3172	0.0085
60.4400	0.3370	0.0093	1.1266	0.0780	0.3277	0.0093
60.4500	0.3482	0.0101	1.1219	0.0826	0.3381	0.0101
60.4600	0.3594	0.0110	1.1152	0.0873	0.3485	0.0110
60.4700	0.3705	0.0119	1.1065	0.0921	0.3587	0.0119
60.4800	0.3815	0.0128	1.0956	0.0971	0.3687	0.0128
60.4900	0.3924	0.0138	1.0829	0.1022	0.3786	0.0138
60.5000	0.4032	0.0148	1.0683	0.1074	0.3883	0.0148
60.5100	0.4138	0.0159	1.0521	0.1127	0.3979	0.0159
60.5200	0.4242	0.0171	1.0342	0.1181	0.4072	0.0171
60.5300	0.4345	0.0183	1.0147	0.1236	0.4162	0.0183
60.5400	0.4446	0.0196	0.9938	0.1291	0.4250	0.0196
60.5500	0.4544	0.0209	0.9714	0.1348	0.4335	0.0209
60.5600	0.4640	0.0223	0.9476	0.1406	0.4417	0.0223
60.5700	0.4734	0.0237	0.9226	0.1464	0.4497	0.0237
60.5800	0.4825	0.0252	0.8964	0.1523	0.4573	0.0252
60.5900	0.4913	0.0267	0.8691	0.1583	0.4645	0.0267
60.6000	0.4998	0.0283	0.8408	0.1643	0.4715	0.0283
60.6100	0.5081	0.0300	0.8115	0.1704	0.4781	0.0300
60.6200	0.5160	0.0318	0.7815	0.1766	0.4843	0.0318
60.6300	0.5237	0.0336	0.7506	0.1827	0.4901	0.0336
60.6400	0.5310	0.0354	0.7191	0.1889	0.4956	0.0354
60.6500	0.5380	0.0373	0.6871	0.1952	0.5007	0.0373
60.6600	0.5447	0.0393	0.6546	0.2014	0.5054	0.0393
60.6700	0.5511	0.0414	0.6218	0.2076	0.5097	0.0414
60.6800	0.5572	0.0435	0.5887	0.2139	0.5137	0.0435
60.6900	0.5629	0.0456	0.5554	0.2201	0.5172	0.0456
60.7000	0.5683	0.0479	0.5222	0.2263	0.5204	0.0479
60.7100	0.5733	0.0502	0.4890	0.2325	0.5231	0.0502
60.7200	0.5781	0.0525	0.4559	0.2387	0.5255	0.0525
60.7300	0.5825	0.0549	0.4230	0.2448	0.5275	0.0549
60.7400	0.5865	0.0574	0.3903	0.2509	0.5291	0.0574
60.7500	0.5903	0.0600	0.3576	0.2569	0.5303	0.0600
60.7600	0.5937	0.0626	0.3250	0.2629	0.5312	0.0626
60.7700	0.5968	0.0652	0.2925	0.2688	0.5316	0.0652
60.7800	0.5996	0.0679	0.2600	0.2747	0.5317	0.0679
60.7900	0.6020	0.0707	0.2277	0.2804	0.5313	0.0707
60.8000	0.6041	0.0735	0.1954	0.2861	0.5306	0.0735
60.8100	0.6059	0.0764	0.1632	0.2917	0.5295	0.0764
60.8200	0.6074	0.0794	0.1312	0.2971	0.5280	0.0794
60.8300	0.6085	0.0824	0.0994	0.3025	0.5262	0.0824
60.8400	0.6093	0.0854	0.0677	0.3077	0.5239	0.0854
60.8500	0.6098	0.0885	0.0363	0.3129	0.5213	0.0885
60.8600	0.6100	0.0917	0.0052	0.3179	0.5184	0.0917
60.8700	0.6099	0.0949	-0.0256	0.3227	0.5150	0.0949
60.8800	0.6095	0.0981	-0.0559	0.3274	0.5114	0.0981
60.8900	0.6088	0.1014	-0.0858	0.3320	0.5073	0.1014
60.9000	0.6078	0.1048	-0.1152	0.3364	0.5030	0.1048
60.9100	0.6065	0.1082	-0.1440	0.3407	0.4983	0.1082
60.9200	0.6049	0.1116	-0.1720	0.3447	0.4933	0.1116
60.9300	0.6030	0.1151	-0.1993	0.3487	0.4880	0.1151
60.9400	0.6009	0.1186	-0.2256	0.3524	0.4823	0.1186
60.9500	0.5985	0.1221	-0.2510	0.3560	0.4764	0.1221
